0, 1, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0001.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0002.png', 0.4917098617479593
149, 150, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0150.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0151.png', 0.2747217684082021
150, 151, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0151.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0152.png', 0.33020601367810737
151, 152, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0152.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0153.png', 0.27902093380104176
152, 153, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0153.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0154.png', 0.26147883656395693
153, 154, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0154.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0155.png', 0.2950499619774405
154, 155, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0155.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0156.png', 0.2720000132240978
155, 156, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0156.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0157.png', 0.26794988990524177
156, 157, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0157.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0158.png', 0.264780169396485
157, 158, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0158.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0159.png', 0.24192993535833182
158, 159, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0159.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0160.png', 0.2989551556053947
159, 160, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0160.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0161.png', 0.2770235100463648
160, 161, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0161.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0162.png', 0.31272452640522763
161, 162, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0162.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0163.png', 0.2732319639804247
162, 163, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0163.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0164.png', 0.25926739546787464
163, 164, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0164.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0165.png', 0.2526973434647155
164, 165, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0165.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0166.png', 0.22505359077832804
165, 166, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0166.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0167.png', 0.224769224078297
166, 167, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0167.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0168.png', 0.25431805641457816
167, 168, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0168.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0169.png', 0.24585497371543844
168, 169, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0169.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0170.png', 0.23351637081185816
169, 170, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0170.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0171.png', 0.2382547614212213
170, 171, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0171.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0172.png', 0.20897610275484096
171, 172, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0172.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0173.png', 0.1947189641080614
172, 173, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0173.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0174.png', 0.1303737572633309
173, 174, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0174.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0175.png', 0.1360267386110925
174, 175, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0175.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0176.png', 0.11436631290843007
175, 176, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0176.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0177.png', 0.13996297339435232
176, 177, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0177.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0178.png', 0.14145982339163435
177, 178, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0178.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0179.png', 0.1482507396283546
178, 179, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0179.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0180.png', 0.12519327872530792
179, 180, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0180.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0181.png', 0.10948864670216504
180, 181, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0181.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0182.png', 0.11601242960617933
181, 182, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0182.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0183.png', 0.10443939461896858
182, 183, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0183.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0184.png', 0.12539376698896287
183, 184, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0184.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0185.png', 0.09753939514754778
184, 185, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0185.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0186.png', 0.10236765671293543
185, 186, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0186.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0187.png', 0.08889278037308448
186, 187, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0187.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0188.png', 0.12207268778031996
187, 188, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0188.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0189.png', 0.13563596952154616
188, 189, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0189.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0190.png', 0.12080735695392422
189, 190, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0190.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0191.png', 0.12202215292200283
190, 191, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0191.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0192.png', 0.10692022678978552
191, 192, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0192.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0193.png', 0.10076568246209151
192, 193, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0193.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0194.png', 0.11348888800825307
193, 194, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0194.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0195.png', 0.11585840914232984
194, 195, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0195.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0196.png', 0.11266119973969695
195, 196, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0196.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0197.png', 0.12383733463667075
196, 197, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0197.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0198.png', 0.17693774689966296
197, 198, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0198.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0199.png', 0.17362622211153325
198, 199, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0199.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0200.png', 0.1521248493666949
199, 200, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0200.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0201.png', 0.15540559389396044
200, 201, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0201.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0202.png', 0.14582393968638438
201, 202, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0202.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0203.png', 0.14285538184016394
202, 203, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0203.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0204.png', 0.14525096331308487
203, 204, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0204.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0205.png', 0.1451553938496283
204, 205, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0205.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0206.png', 0.1500030094962621
205, 206, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0206.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0207.png', 0.1577809142931848
206, 207, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0207.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0208.png', 0.13007667782498533
207, 208, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0208.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0209.png', 0.09066241662102523
208, 209, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0209.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0210.png', 0.0725515639115144
209, 210, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0210.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0211.png', 0.0852116827819315
210, 211, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0211.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0212.png', 0.07794530192941299
211, 212, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0212.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0213.png', 0.07581149472701876
212, 213, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0213.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0214.png', 0.10130048876513544
213, 214, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0214.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0215.png', 0.09526274862816016
214, 215, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0215.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0216.png', 0.09672806109769923
215, 216, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0216.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0217.png', 0.12378702542316829
216, 217, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0217.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0218.png', 0.12459120793741649
217, 218, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0218.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0219.png', 0.1103755376632378
218, 219, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0219.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0220.png', 0.13239805230972873
219, 220, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0220.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0221.png', 0.11989377296931325
220, 221, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0221.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0222.png', 0.1077084030436842
221, 222, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0222.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0223.png', 0.095969062874824
222, 223, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0223.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0224.png', 0.10369708602290656
223, 224, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0224.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0225.png', 0.0941186321744074
224, 225, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0225.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0226.png', 0.09027613420597663
225, 226, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0226.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0227.png', 0.07708212457231008
226, 227, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0227.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0228.png', 0.10938416586404426
227, 228, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0228.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0229.png', 0.11281653067665014
228, 229, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0229.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0230.png', 0.11240217132226162
229, 230, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0230.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0231.png', 0.09797131873849274
230, 231, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0231.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0232.png', 0.08744774577680231
231, 232, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0232.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0233.png', 0.08966818822249603
232, 233, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0233.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0234.png', 0.08273337732054548
233, 234, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0234.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0235.png', 0.11063598246649166
234, 235, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0235.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0236.png', 0.11580705512844972
235, 236, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0236.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0237.png', 0.09845658230012963
236, 237, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0237.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0238.png', 0.09154363236832916
237, 238, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0238.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0239.png', 0.08318546021212206
238, 239, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0239.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0240.png', 0.08566016843632722
239, 240, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0240.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0241.png', 0.09996193027971716
240, 241, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0241.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0242.png', 0.09444592188882353
241, 242, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0242.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0243.png', 0.13416731845630206
242, 243, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0243.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0244.png', 0.191481654378873
243, 244, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0244.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0245.png', 0.20880865687554998
244, 245, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0245.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0246.png', 0.23239552294937205
245, 246, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0246.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0247.png', 0.24169355644638832
246, 247, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0247.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0248.png', 0.2471832664673274
247, 248, './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0248.png', './GTEA61/processed_frames2/S3/shake_tea,cup/1/mmaps/map0249.png', 0.20868303739416183
