0, 1, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0001.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0002.png', 4.7408595876492825
150, 151, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0151.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0152.png', 4.377126463429478
151, 152, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0152.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0153.png', 4.064117681173764
152, 153, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0153.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0154.png', 4.15850945220281
153, 154, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0154.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0155.png', 4.1607048540324785
154, 155, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0155.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0156.png', 4.251787532646375
155, 156, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0156.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0157.png', 3.9417145225614667
156, 157, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0157.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0158.png', 4.252433059982593
157, 158, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0158.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0159.png', 4.070914798284766
158, 159, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0159.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0160.png', 3.929616477690894
159, 160, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0160.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0161.png', 3.8964432601769077
160, 161, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0161.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0162.png', 4.230889307595068
161, 162, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0162.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0163.png', 4.497279291109451
162, 163, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0163.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0164.png', 4.156488608784304
163, 164, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0164.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0165.png', 4.0600562106366604
164, 165, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0165.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0166.png', 3.675689636278432
165, 166, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0166.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0167.png', 4.119040244968859
166, 167, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0167.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0168.png', 4.051999185495854
167, 168, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0168.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0169.png', 4.157743685019093
168, 169, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0169.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0170.png', 4.2897931197120105
169, 170, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0170.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0171.png', 4.390071076141716
170, 171, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0171.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0172.png', 4.413257680711289
171, 172, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0172.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0173.png', 4.221353477228441
172, 173, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0173.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0174.png', 4.426468265257734
173, 174, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0174.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0175.png', 4.002125690835708
174, 175, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0175.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0176.png', 4.35811736908081
175, 176, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0176.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0177.png', 4.319457327715603
176, 177, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0177.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0178.png', 4.041726587613759
177, 178, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0178.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0179.png', 4.229450698048395
178, 179, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0179.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0180.png', 4.223352166731924
179, 180, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0180.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0181.png', 4.047639708051891
180, 181, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0181.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0182.png', 4.105751001221522
181, 182, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0182.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0183.png', 3.9915929122477314
182, 183, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0183.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0184.png', 3.972349186349681
183, 184, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0184.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0185.png', 4.085823772152513
184, 185, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0185.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0186.png', 4.355486817792029
185, 186, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0186.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0187.png', 4.16352342494434
186, 187, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0187.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0188.png', 4.368534042076822
187, 188, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0188.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0189.png', 4.399167225119585
188, 189, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0189.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0190.png', 4.7016705094125175
189, 190, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0190.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0191.png', 4.432051724942075
190, 191, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0191.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0192.png', 4.034817521870766
191, 192, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0192.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0193.png', 3.8504473320181885
192, 193, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0193.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0194.png', 4.249534567227656
193, 194, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0194.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0195.png', 4.0260739262539555
194, 195, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0195.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0196.png', 3.853148473720426
195, 196, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0196.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0197.png', 5.273634934388544
196, 197, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0197.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0198.png', 4.414080986953794
197, 198, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0198.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0199.png', 4.195994436561342
198, 199, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0199.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0200.png', 4.186733052972379
199, 200, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0200.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0201.png', 4.762289597837633
200, 201, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0201.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0202.png', 4.26960899369595
201, 202, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0202.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0203.png', 4.224514558486822
202, 203, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0203.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0204.png', 4.277555127290327
203, 204, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0204.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0205.png', 4.4613352107094935
204, 205, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0205.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0206.png', 4.085077928177227
205, 206, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0206.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0207.png', 4.366620090397385
206, 207, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0207.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0208.png', 4.054673730805564
207, 208, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0208.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0209.png', 4.237819535266938
208, 209, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0209.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0210.png', 4.083798327631156
209, 210, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0210.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0211.png', 3.958071774773555
210, 211, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0211.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0212.png', 4.326993045559157
211, 212, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0212.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0213.png', 4.087741035785149
212, 213, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0213.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0214.png', 4.212243029911292
213, 214, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0214.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0215.png', 3.9507634592913745
214, 215, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0215.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0216.png', 4.042977323879438
215, 216, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0216.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0217.png', 3.9148051536642794
216, 217, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0217.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0218.png', 3.956818935770058
217, 218, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0218.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0219.png', 4.085797820501392
218, 219, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0219.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0220.png', 4.226474995292302
219, 220, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0220.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0221.png', 4.4715712431705334
220, 221, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0221.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0222.png', 5.114200366055779
221, 222, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0222.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0223.png', 4.95874387921378
222, 223, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0223.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0224.png', 4.741728373393455
223, 224, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0224.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0225.png', 5.141774538342502
224, 225, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0225.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0226.png', 5.01136525465457
225, 226, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0226.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0227.png', 5.061313886954784
226, 227, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0227.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0228.png', 5.376745471115057
227, 228, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0228.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0229.png', 5.483565888860897
228, 229, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0229.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0230.png', 5.507969259058465
229, 230, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0230.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0231.png', 5.302212048177526
230, 231, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0231.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0232.png', 5.424043570813925
231, 232, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0232.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0233.png', 5.44179203719652
232, 233, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0233.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0234.png', 5.259613354982196
233, 234, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0234.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0235.png', 5.422686103276116
234, 235, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0235.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0236.png', 5.737445584248464
235, 236, './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0236.png', './GTEA61/processed_frames2/S2/pour_water,cup/3/rgb/rgb0237.png', 5.830124421575975
