0, 1, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0001.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0002.png', 0.4063881263913381
155, 156, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0156.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0157.png', 0.02272471348090405
156, 157, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0157.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0158.png', 0.0089242343066975
157, 158, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0158.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0159.png', 0.008567004826127734
158, 159, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0159.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0160.png', 0.0449946582378526
159, 160, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0160.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0161.png', 0.04877002170274884
160, 161, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0161.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0162.png', 0.05953583176039361
161, 162, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0162.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0163.png', 0.07377842260248267
162, 163, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0163.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0164.png', 0.045191658838273925
163, 164, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0164.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0165.png', 0.04027317017241502
164, 165, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0165.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0166.png', 0.03858193888505798
165, 166, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0166.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0167.png', 0.019889897017335012
166, 167, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0167.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0168.png', 0.026010530839616283
167, 168, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0168.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0169.png', 0.038241775507649116
168, 169, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0169.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0170.png', 0.028928024248362577
169, 170, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0170.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0171.png', -0.0
170, 171, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0171.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0172.png', -0.0
171, 172, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0172.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0173.png', -0.0
172, 173, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0173.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0174.png', -0.0
173, 174, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0174.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0175.png', -0.0
174, 175, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0175.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0176.png', -0.0
175, 176, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0176.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0177.png', -0.0
176, 177, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0177.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0178.png', 0.022193758508596118
177, 178, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0178.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0179.png', 0.048447251927536926
178, 179, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0179.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0180.png', 0.11110432141266045
179, 180, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0180.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0181.png', 0.21765211480083407
180, 181, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0181.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0182.png', 0.28042247898853
181, 182, './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0182.png', './GTEA61/processed_frames2/S1/pour_water,cup/3/mmaps/map0183.png', 0.26006907208191615
