0, 1, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0002.png', 6.2861307343115636
130, 131, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0131.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0132.png', 4.656513029900843
131, 132, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0132.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0133.png', 4.668980437386851
132, 133, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0133.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0134.png', 5.2724470317517635
133, 134, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0134.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0135.png', 5.46731740002292
134, 135, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0135.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0136.png', 4.958526179258827
135, 136, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0136.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0137.png', 4.627686677598594
136, 137, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0137.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0138.png', 5.360098863676965
137, 138, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0138.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0139.png', 5.9188369119222495
138, 139, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0139.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0140.png', 6.069838501599164
139, 140, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0140.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0141.png', 6.227527754627432
140, 141, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0141.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0142.png', 6.1077183520730385
141, 142, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0142.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0143.png', 5.050617822170283
142, 143, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0143.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0144.png', 5.199717334062038
143, 144, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0144.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0145.png', 5.521112914992037
144, 145, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0145.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0146.png', 4.669890930406033
145, 146, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0146.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0147.png', 4.858926659955272
146, 147, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0147.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0148.png', 5.502167490435866
147, 148, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0148.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0149.png', 5.188730486244323
148, 149, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0149.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0150.png', 5.778802769400159
149, 150, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0150.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0151.png', 6.055316262492467
150, 151, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0151.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0152.png', 5.992366178629457
151, 152, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0152.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0153.png', 5.765486543112755
152, 153, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0153.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0154.png', 5.872097781364763
153, 154, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0154.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0155.png', 5.644707175292715
154, 155, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0155.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0156.png', 5.619659401418642
155, 156, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0156.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0157.png', 5.527265574051352
156, 157, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0157.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0158.png', 4.9502128830361976
157, 158, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0158.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0159.png', 5.115569004087865
158, 159, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0159.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0160.png', 5.168549863234025
159, 160, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0160.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0161.png', 5.145739686852984
160, 161, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0161.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0162.png', 4.948351716600398
161, 162, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0162.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0163.png', 5.162755669746879
162, 163, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0163.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0164.png', 4.663261104270846
163, 164, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0164.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0165.png', 4.925006265727751
164, 165, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0165.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0166.png', 5.390696291849313
165, 166, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0166.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0167.png', 5.2805780314083535
166, 167, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0167.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0168.png', 5.320351396940368
167, 168, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0168.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0169.png', 5.052861478498696
168, 169, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0169.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0170.png', 5.2377060471210815
169, 170, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0170.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0171.png', 5.039137236981551
170, 171, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0171.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0172.png', 4.616345615310757
171, 172, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0172.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0173.png', 4.983677304164943
172, 173, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0173.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0174.png', 5.264719542317601
173, 174, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0174.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0175.png', 5.266127798436474
174, 175, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0175.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0176.png', 5.125489566172095
175, 176, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0176.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0177.png', 4.523380575557809
176, 177, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0177.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0178.png', 4.616122581137034
177, 178, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0178.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0179.png', 4.799977952890917
178, 179, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0179.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0180.png', 4.508016221360078
179, 180, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0180.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0181.png', 4.029629941799984
180, 181, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0181.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0182.png', 4.785170655705818
181, 182, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0182.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0183.png', 4.814081312074644
182, 183, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0183.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0184.png', 5.0712930086887855
183, 184, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0184.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0185.png', 5.273798597054413
184, 185, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0185.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0186.png', 5.11632841702369
185, 186, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0186.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0187.png', 4.600511901053232
186, 187, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0187.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0188.png', 5.044296440230926
187, 188, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0188.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0189.png', 5.376091023213639
188, 189, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0189.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0190.png', 5.4875683880571895
189, 190, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0190.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0191.png', 5.303508116317061
190, 191, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0191.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0192.png', 5.8531353062386575
191, 192, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0192.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0193.png', 6.0584727497189075
192, 193, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0193.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0194.png', 4.9125155689182405
193, 194, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0194.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0195.png', 5.239098679598691
194, 195, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0195.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0196.png', 5.155945694444511
195, 196, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0196.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0197.png', 5.2180047427288985
196, 197, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0197.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0198.png', 4.973960341180285
197, 198, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0198.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0199.png', 4.6700906175100565
198, 199, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0199.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0200.png', 4.899689308532768
199, 200, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0200.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0201.png', 5.403179703885818
200, 201, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0201.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0202.png', 5.3343561392623355
201, 202, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0202.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0203.png', 5.088654027270374
202, 203, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0203.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0204.png', 4.954579242902737
203, 204, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0204.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0205.png', 5.121416221854636
204, 205, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0205.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0206.png', 5.3987113778234805
205, 206, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0206.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0207.png', 5.280522880046164
206, 207, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0207.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0208.png', 5.135384385186671
207, 208, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0208.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0209.png', 5.440318716152962
208, 209, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0209.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0210.png', 5.354405348265328
209, 210, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0210.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0211.png', 4.920812719212563
210, 211, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0211.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0212.png', 4.994514128074978
211, 212, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0212.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0213.png', 4.817697354892673
212, 213, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0213.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0214.png', 4.0924247754627645
213, 214, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0214.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0215.png', 4.686630449720324
214, 215, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0215.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0216.png', 4.986911881274241
215, 216, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0216.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0217.png', 5.17966866568333
216, 217, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0217.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0218.png', 5.166393894983591
217, 218, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0218.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0219.png', 4.755258339251702
218, 219, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0219.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0220.png', 5.463196358953193
219, 220, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0220.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0221.png', 5.273667098166692
220, 221, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0221.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0222.png', 5.510439674008643
221, 222, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0222.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0223.png', 5.765797796576737
222, 223, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0223.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0224.png', 5.869260046830193
223, 224, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0224.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0225.png', 5.530058395354632
224, 225, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0225.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0226.png', 5.536802606665056
225, 226, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0226.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0227.png', 5.344217738783399
226, 227, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0227.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/rgb/rgb0228.png', 5.149852025725998
