0, 1, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0002.png', 0.4205622712129754
132, 133, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0133.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0134.png', 0.06543398000802177
133, 134, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0134.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0135.png', 0.10012282952303855
134, 135, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0135.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0136.png', 0.08453774437518874
135, 136, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0136.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0137.png', 0.06228922260027096
136, 137, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0137.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0138.png', 0.07869134645577737
137, 138, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0138.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0139.png', 0.10178111607695481
138, 139, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0139.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0140.png', 0.10321906700712362
139, 140, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0140.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0141.png', 0.08324192382320747
140, 141, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0141.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0142.png', 0.08329837707371868
141, 142, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0142.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0143.png', 0.09110332174532303
142, 143, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0143.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0144.png', 0.08939147092424196
143, 144, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0144.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0145.png', 0.08616394936707927
144, 145, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0145.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0146.png', 0.08125947140464077
145, 146, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0146.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0147.png', 0.0816002378326868
146, 147, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0147.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0148.png', 0.07932115044415393
147, 148, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0148.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0149.png', 0.06788699825909138
148, 149, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0149.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0150.png', 0.10065862274370993
149, 150, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0150.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0151.png', 0.11302353835216326
150, 151, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0151.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0152.png', 0.11421162166750766
151, 152, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0152.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0153.png', 0.06597440449679357
152, 153, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0153.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0154.png', 0.07828986438550652
153, 154, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0154.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0155.png', 0.07857669287767957
154, 155, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0155.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0156.png', 0.0738949890158257
155, 156, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0156.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0157.png', 0.05330208853943608
156, 157, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0157.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0158.png', 0.06204570398551074
157, 158, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0158.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0159.png', 0.07014062494762063
158, 159, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0159.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0160.png', 0.07977835436813395
159, 160, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0160.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0161.png', 0.08114579735922821
160, 161, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0161.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0162.png', 0.07243444072831713
161, 162, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0162.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0163.png', 0.06549408232597846
162, 163, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0163.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0164.png', 0.059966154744961135
163, 164, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0164.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0165.png', 0.05292267514046162
164, 165, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0165.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0166.png', 0.05525237064780402
165, 166, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0166.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0167.png', 0.0341066622139458
166, 167, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0167.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0168.png', 0.04087820373057579
167, 168, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0168.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0169.png', 0.07453525158919183
168, 169, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0169.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0170.png', 0.07731255386208903
169, 170, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0170.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0171.png', 0.06657357481752707
170, 171, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0171.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0172.png', 0.04967117670950776
171, 172, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0172.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0173.png', 0.0677082757967811
172, 173, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0173.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0174.png', 0.056314925412372055
173, 174, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0174.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0175.png', 0.07331167673700902
174, 175, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0175.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0176.png', 0.10628844780414302
175, 176, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0176.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0177.png', 0.09444592188882353
176, 177, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0177.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0178.png', 0.09947878379605264
177, 178, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0178.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0179.png', 0.1090705447284074
178, 179, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0179.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0180.png', 0.09264183061392173
179, 180, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0180.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0181.png', 0.0863875932889045
180, 181, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0181.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0182.png', 0.0954802338592537
181, 182, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0182.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0183.png', 0.10623574960404673
182, 183, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0183.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0184.png', 0.09203827551559945
183, 184, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0184.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0185.png', 0.08878185517032736
184, 185, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0185.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0186.png', 0.09689048275749473
185, 186, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0186.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0187.png', 0.08689021334231893
186, 187, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0187.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0188.png', 0.08905909642357618
187, 188, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0188.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0189.png', 0.08833777041610302
188, 189, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0189.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0190.png', 0.0721414181830374
189, 190, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0190.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0191.png', 0.040071050654572934
190, 191, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0191.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0192.png', 0.06597440449679357
191, 192, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0192.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0193.png', 0.06717138957559295
192, 193, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0193.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0194.png', 0.049799603697705266
193, 194, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0194.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0195.png', 0.07290264040496183
194, 195, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0195.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0196.png', 0.07662071971125123
195, 196, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0196.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0197.png', 0.06283628244390682
196, 197, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0197.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0198.png', 0.07828986438550652
197, 198, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0198.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0199.png', 0.08744774577680231
198, 199, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0199.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0200.png', 0.1101149089772595
199, 200, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0200.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0201.png', 0.09753939514754778
200, 201, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0201.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0202.png', 0.11068804940777138
201, 202, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0202.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0203.png', 0.11667913313880071
202, 203, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0203.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0204.png', 0.09444592188882353
203, 204, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0204.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0205.png', 0.10496867005875359
204, 205, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0205.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0206.png', 0.10854724533791939
205, 206, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0206.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0207.png', 0.1706532754128856
206, 207, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0207.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0208.png', 0.16757064656105936
207, 208, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0208.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0209.png', 0.1525480068935327
208, 209, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0209.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0210.png', 0.12604465962055975
209, 210, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0210.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0211.png', 0.15870903493260236
210, 211, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0211.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0212.png', 0.14981390968721178
211, 212, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0212.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0213.png', 0.14376726612029758
212, 213, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0213.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0214.png', 0.15903343186242716
213, 214, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0214.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0215.png', 0.15372134868079776
214, 215, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0215.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0216.png', 0.1630002891416513
215, 216, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0216.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0217.png', 0.18358178260938324
216, 217, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0217.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0218.png', 0.2068791740986241
217, 218, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0218.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0219.png', 0.1478709525331869
218, 219, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0219.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0220.png', 0.11943617454634306
219, 220, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0220.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0221.png', 0.11887615265944507
220, 221, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0221.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0222.png', 0.1360267386110925
221, 222, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0222.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0223.png', 0.1308189717531067
222, 223, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0223.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0224.png', 0.16825237019772987
223, 224, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0224.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0225.png', 0.19609394850716666
224, 225, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0225.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0226.png', 0.18739459254253665
225, 226, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0226.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0227.png', 0.185776634566822
226, 227, './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0227.png', './GTEA61/processed_frames2/S3/pour_mustard,hotdog,bread/1/mmaps/map0228.png', 0.22118152258476484
