0, 1, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0002.png', 0.22228483068568797
137, 138, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0138.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0139.png', 0.15856993714068351
138, 139, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0139.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0140.png', 0.14184525832562986
139, 140, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0140.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0141.png', 0.18230428157629835
140, 141, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0141.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0142.png', 0.17105977098535996
141, 142, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0142.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0143.png', 0.13860644201664635
142, 143, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0143.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0144.png', 0.15554566400178366
143, 144, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0144.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0145.png', 0.19955790943326693
144, 145, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0145.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0146.png', 0.1783182879710991
145, 146, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0146.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0147.png', 0.19342652566277416
146, 147, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0147.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0148.png', 0.16180460401038899
147, 148, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0148.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/mmaps/map0149.png', 0.15217188667752568
