0, 1, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00001.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00002.png', 4.963810045205794
135, 136, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00136.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00137.png', 3.475724609436518
136, 137, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00137.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00138.png', 3.8409122473589057
137, 138, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00138.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00139.png', 3.6333366924043173
138, 139, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00139.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00140.png', 3.725136563186111
139, 140, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00140.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00141.png', 4.401348708044666
140, 141, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00141.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00142.png', 5.25807869026179
141, 142, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00142.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00143.png', 5.470492459628632
142, 143, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00143.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00144.png', 5.562157152532028
143, 144, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00144.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00145.png', 5.44196782193332
144, 145, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00145.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00146.png', 4.622579662570948
145, 146, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00146.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00147.png', 4.586659807952298
146, 147, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00147.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00148.png', 4.577624426558376
147, 148, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00148.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00149.png', 4.755478513281187
148, 149, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00149.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00150.png', 5.94015424620954
149, 150, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00150.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00151.png', 4.047739355412616
150, 151, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00151.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00152.png', 4.692860506894962
151, 152, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00152.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00153.png', 3.5654392558701087
152, 153, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00153.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00154.png', 4.540072498690647
153, 154, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00154.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00155.png', 3.9288373633752403
154, 155, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00155.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00156.png', 4.66843057468145
155, 156, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00156.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00157.png', 3.367465644851863
156, 157, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00157.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00158.png', 3.4490106475136093
157, 158, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00158.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00159.png', 4.282922340338439
158, 159, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00159.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00160.png', 4.8670851277986396
159, 160, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00160.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00161.png', 4.630880041272676
160, 161, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00161.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00162.png', 4.292713501524396
161, 162, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00162.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00163.png', 4.804725421916915
162, 163, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00163.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00164.png', 4.936759233454417
163, 164, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00164.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00165.png', 5.5143182972875655
164, 165, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00165.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00166.png', 5.604177162710676
165, 166, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00166.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00167.png', 4.656962975953304
166, 167, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00167.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00168.png', 4.808443344056992
167, 168, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00168.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00169.png', 4.7676213222354695
168, 169, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00169.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00170.png', 4.285428531388793
169, 170, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00170.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00171.png', 5.782467611797175
170, 171, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00171.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00172.png', 5.124292090399086
171, 172, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00172.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00173.png', 4.424390883515376
172, 173, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00173.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00174.png', 5.156683941696018
173, 174, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00174.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00175.png', 4.867609878979188
174, 175, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00175.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00176.png', 4.521480258086323
175, 176, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00176.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00177.png', 3.504964822546553
176, 177, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00177.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00178.png', 3.376632445883563
177, 178, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00178.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00179.png', 3.4377629491831865
178, 179, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00179.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00180.png', 3.599325207034078
179, 180, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00180.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00181.png', 4.166210485580619
180, 181, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00181.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00182.png', 5.001822699545904
181, 182, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00182.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00183.png', 5.047526772348938
182, 183, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00183.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00184.png', 5.943615142773213
183, 184, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00184.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00185.png', 6.139869271666052
184, 185, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00185.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00186.png', 5.791979096297767
185, 186, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00186.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00187.png', 5.956482308157872
186, 187, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00187.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00188.png', 5.659489725155259
187, 188, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00188.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00189.png', 5.44497454537876
188, 189, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00189.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00190.png', 5.225711252430547
189, 190, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00190.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00191.png', 5.247182332835709
190, 191, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00191.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00192.png', 4.776490196293074
191, 192, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00192.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00193.png', 4.88850204298551
192, 193, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00193.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00194.png', 5.423506196908773
193, 194, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00194.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00195.png', 5.8244988043745165
194, 195, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00195.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00196.png', 5.673883997969634
195, 196, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00196.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00197.png', 5.854024228575451
196, 197, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00197.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00198.png', 5.240396785668788
197, 198, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00198.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00199.png', 5.999281300503705
198, 199, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00199.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00200.png', 5.981277244634861
199, 200, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00200.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00201.png', 5.951225217068483
200, 201, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00201.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00202.png', 5.944213952233427
201, 202, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00202.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00203.png', 5.754506772452492
202, 203, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00203.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00204.png', 6.045648059225722
203, 204, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00204.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00205.png', 6.246618684181715
204, 205, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00205.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00206.png', 5.462479821344529
205, 206, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00206.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00207.png', 6.05401981954507
206, 207, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00207.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00208.png', 5.498121578417315
207, 208, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00208.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00209.png', 6.125400831151694
208, 209, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00209.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00210.png', 6.431076052245362
209, 210, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00210.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00211.png', 6.1920888515194275
210, 211, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00211.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00212.png', 5.642325597343624
211, 212, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00212.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00213.png', 4.95746536959928
212, 213, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00213.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00214.png', 5.779604442047897
213, 214, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00214.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00215.png', 6.866708587897943
214, 215, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00215.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00216.png', 5.223684119786987
215, 216, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00216.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00217.png', 4.704645721975115
216, 217, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00217.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00218.png', 5.7221253167296915
217, 218, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00218.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00219.png', 5.794130273222953
218, 219, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00219.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00220.png', 5.754594143399839
219, 220, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00220.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00221.png', 4.8547194805933955
220, 221, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00221.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00222.png', 4.889410861324572
221, 222, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00222.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00223.png', 5.318962834233111
222, 223, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00223.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00224.png', 4.681259920093096
223, 224, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00224.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00225.png', 5.201557030171344
224, 225, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00225.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00226.png', 4.864414313818349
225, 226, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00226.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00227.png', 4.786735279536788
226, 227, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00227.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00228.png', 4.664381073978024
227, 228, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00228.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00229.png', 5.033090277040264
228, 229, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00229.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00230.png', 4.697677544604634
229, 230, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00230.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00231.png', 5.184869613334322
230, 231, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00231.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00232.png', 5.376456507244841
231, 232, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00232.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00233.png', 5.466039444248526
232, 233, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00233.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00234.png', 4.924720330349177
233, 234, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00234.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00235.png', 5.289260207812835
234, 235, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00235.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00236.png', 4.9285056498477235
235, 236, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00236.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00237.png', 5.337545512095867
236, 237, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00237.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00238.png', 5.744852331513334
237, 238, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00238.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00239.png', 6.777478324610112
238, 239, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00239.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00240.png', 6.524831934559283
239, 240, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00240.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00241.png', 7.22716301277971
240, 241, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00241.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00242.png', 6.852555494602559
241, 242, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00242.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00243.png', 5.745857614770263
242, 243, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00243.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00244.png', 7.241574668691826
243, 244, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00244.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00245.png', 7.236292711009648
244, 245, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00245.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00246.png', 5.860383046865865
245, 246, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00246.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00247.png', 5.456555792868182
246, 247, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00247.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00248.png', 5.130722204680809
247, 248, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00248.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00249.png', 4.862422289481767
248, 249, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00249.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00250.png', 4.999692323029873
249, 250, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00250.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00251.png', 5.35368447014999
250, 251, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00251.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00252.png', 5.295093024404614
251, 252, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00252.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00253.png', 5.052825596404354
252, 253, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00253.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00254.png', 4.721233836144168
253, 254, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00254.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00255.png', 5.356065748766313
254, 255, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00255.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00256.png', 5.048362041437822
255, 256, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00256.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00257.png', 4.50648158403011
256, 257, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00257.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00258.png', 5.264417784684726
257, 258, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00258.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00259.png', 4.897740236633909
258, 259, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00259.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00260.png', 4.598800982578575
259, 260, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00260.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00261.png', 5.014010085554692
260, 261, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00261.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00262.png', 5.56811831876391
261, 262, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00262.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00263.png', 5.341530449224212
262, 263, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00263.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00264.png', 4.4077577545539475
263, 264, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00264.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00265.png', 4.8320676121827955
264, 265, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00265.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00266.png', 5.2689614828676214
265, 266, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00266.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00267.png', 6.470162871280716
266, 267, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00267.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00268.png', 6.9522522394979385
267, 268, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00268.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00269.png', 6.747108648697346
268, 269, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00269.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00270.png', 5.802901304491541
269, 270, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00270.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00271.png', 6.680531654428679
270, 271, './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00271.png', './GTEA61/flow_y_processed/S1/spread_peanut,spoon,bread/2/flow_y_00272.png', 6.199733568248709
