0, 1, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0001.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0002.png', 0.34096868148272647
149, 150, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0150.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0151.png', 0.2888353842875728
150, 151, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0151.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0152.png', 0.3007736846721357
151, 152, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0152.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0153.png', 0.3191486788484771
152, 153, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0153.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0154.png', 0.29216749676161335
153, 154, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0154.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0155.png', 0.2951218461753454
154, 155, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0155.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0156.png', 0.2979901762736844
155, 156, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0156.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0157.png', 0.32358865145080684
156, 157, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0157.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0158.png', 0.29288941556555836
157, 158, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0158.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0159.png', 0.3161707172648163
158, 159, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0159.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0160.png', 0.2808643812959022
159, 160, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0160.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0161.png', 0.2711024145485633
160, 161, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0161.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0162.png', 0.331019740270838
161, 162, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0162.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0163.png', 0.36372198035397063
162, 163, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0163.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0164.png', 0.31571929547735383
163, 164, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0164.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0165.png', 0.31977014343771526
164, 165, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0165.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0166.png', 0.36648086763603677
165, 166, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0166.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0167.png', 0.33712233742881464
166, 167, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0167.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0168.png', 0.3686218717297927
167, 168, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0168.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0169.png', 0.31516324096821124
168, 169, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0169.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0170.png', 0.4129946228816931
169, 170, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0170.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0171.png', 0.361144645067812
170, 171, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0171.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0172.png', 0.4059071432505018
171, 172, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0172.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0173.png', 0.39639316933734386
172, 173, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0173.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0174.png', 0.30711335750146423
173, 174, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0174.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0175.png', 0.3174883490215158
174, 175, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0175.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0176.png', 0.35507847307146745
175, 176, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0176.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0177.png', 0.3902579162447022
176, 177, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0177.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0178.png', 0.41619825308417563
177, 178, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0178.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0179.png', 0.412905401542135
178, 179, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0179.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0180.png', 0.40162233885946585
179, 180, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0180.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0181.png', 0.38066033832257606
180, 181, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0181.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0182.png', 0.3189413837628868
181, 182, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0182.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0183.png', 0.3133525566082128
182, 183, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0183.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0184.png', 0.29303369482041874
183, 184, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0184.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0185.png', 0.2160438693883751
184, 185, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0185.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0186.png', 0.21909130462153398
185, 186, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0186.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0187.png', 0.2500246718615397
186, 187, './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0187.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/mmaps/map0188.png', 0.349051656538099
