0, 1, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0002.png', 5.05611928206487
147, 148, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0148.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0149.png', 4.5656801699432545
148, 149, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0149.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0150.png', 4.55543876010951
149, 150, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0150.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0151.png', 4.772074569411507
150, 151, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0151.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0152.png', 4.920799302540053
151, 152, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0152.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0153.png', 4.635767227990838
152, 153, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0153.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0154.png', 4.591312587736443
153, 154, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0154.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0155.png', 4.65233361825428
154, 155, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0155.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0156.png', 4.746816204881784
155, 156, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0156.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0157.png', 4.4529454446491386
156, 157, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0157.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0158.png', 4.390928190157392
157, 158, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0158.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0159.png', 4.878340963682494
158, 159, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0159.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0160.png', 4.4941821728772355
159, 160, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0160.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0161.png', 4.88710709386489
160, 161, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0161.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0162.png', 4.7092909418129265
161, 162, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0162.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0163.png', 4.732129244111367
162, 163, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0163.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0164.png', 4.590963837161316
163, 164, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0164.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0165.png', 4.825395790450755
164, 165, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0165.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0166.png', 4.637594726889913
165, 166, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0166.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0167.png', 4.8370028958539155
166, 167, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0167.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0168.png', 4.594175299148573
167, 168, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0168.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0169.png', 4.405605414674418
168, 169, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0169.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0170.png', 4.232749648575754
169, 170, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0170.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0171.png', 4.497739949271804
170, 171, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0171.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0172.png', 4.216745042956092
171, 172, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0172.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0173.png', 4.088578424218335
172, 173, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0173.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0174.png', 4.422795627416455
173, 174, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0174.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0175.png', 4.586690836080308
174, 175, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0175.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0176.png', 4.087976581256663
175, 176, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0176.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0177.png', 4.713390760811998
176, 177, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0177.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0178.png', 4.8457652595836915
177, 178, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0178.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0179.png', 4.251950798565172
178, 179, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0179.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0180.png', 4.500172911148464
179, 180, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0180.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0181.png', 4.43460666366768
180, 181, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0181.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0182.png', 4.51246995107312
181, 182, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0182.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0183.png', 4.563378231715833
182, 183, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0183.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0184.png', 4.464753489541895
183, 184, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0184.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0185.png', 4.245988555659492
184, 185, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0185.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0186.png', 4.584836781703046
185, 186, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0186.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0187.png', 4.621909083187415
186, 187, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0187.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0188.png', 4.476957095226734
187, 188, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0188.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0189.png', 4.496720741612067
188, 189, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0189.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0190.png', 4.650806312325772
189, 190, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0190.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0191.png', 4.499597557287973
190, 191, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0191.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0192.png', 4.645242249186264
191, 192, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0192.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0193.png', 4.545235783711789
192, 193, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0193.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0194.png', 4.447578143939204
193, 194, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0194.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0195.png', 4.497985414992956
194, 195, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0195.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0196.png', 4.714670191276827
195, 196, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0196.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0197.png', 4.631063458830049
196, 197, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0197.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0198.png', 4.624875469861478
197, 198, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0198.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0199.png', 4.6408391997282665
198, 199, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0199.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0200.png', 4.384337838473122
199, 200, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0200.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0201.png', 5.033305567800302
200, 201, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0201.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0202.png', 4.083692977325524
201, 202, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0202.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0203.png', 4.877345615981719
202, 203, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0203.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0204.png', 4.264810409565304
203, 204, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0204.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0205.png', 5.050433810454423
204, 205, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0205.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0206.png', 4.63266365366497
205, 206, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0206.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0207.png', 4.77903341545327
206, 207, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0207.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0208.png', 4.597126876523711
207, 208, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0208.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0209.png', 4.945447524137612
208, 209, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0209.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0210.png', 4.91960717993437
209, 210, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0210.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0211.png', 4.2623355909422065
210, 211, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0211.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0212.png', 4.095868272192299
211, 212, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0212.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0213.png', 4.899520289388566
212, 213, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0213.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0214.png', 4.2715817070954945
213, 214, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0214.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0215.png', 5.116053543348116
214, 215, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0215.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0216.png', 4.569421561916455
215, 216, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0216.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0217.png', 4.786003385519084
216, 217, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0217.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0218.png', 4.420207474152456
217, 218, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0218.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0219.png', 4.872416304796584
218, 219, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0219.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0220.png', 4.696733137445651
219, 220, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0220.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0221.png', 4.897094048418166
220, 221, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0221.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0222.png', 4.673377507730759
221, 222, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0222.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0223.png', 4.491506949177673
222, 223, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0223.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0224.png', 4.8196748387556685
223, 224, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0224.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0225.png', 4.386868358132312
224, 225, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0225.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0226.png', 4.560139742232366
225, 226, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0226.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0227.png', 4.533348155173888
226, 227, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0227.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0228.png', 4.501142964306701
227, 228, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0228.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0229.png', 4.714229849026983
228, 229, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0229.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0230.png', 4.578025849461475
229, 230, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0230.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0231.png', 4.636008533125246
230, 231, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0231.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0232.png', 4.44268264154987
231, 232, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0232.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0233.png', 4.24348625201251
232, 233, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0233.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0234.png', 4.545239636663822
233, 234, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0234.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0235.png', 4.7867568528604245
234, 235, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0235.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0236.png', 4.104427323906244
235, 236, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0236.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0237.png', 4.251143632760847
236, 237, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0237.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0238.png', 4.3389825057525515
237, 238, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0238.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0239.png', 4.699955532331495
238, 239, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0239.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0240.png', 4.458102106837549
239, 240, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0240.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0241.png', 4.4209472976674045
240, 241, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0241.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0242.png', 4.213336668888942
241, 242, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0242.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0243.png', 4.870244124589326
242, 243, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0243.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0244.png', 4.81536042516427
243, 244, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0244.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0245.png', 4.66198655317801
244, 245, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0245.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0246.png', 4.658251045672169
245, 246, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0246.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0247.png', 4.355443627693904
246, 247, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0247.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0248.png', 4.413358860982188
247, 248, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0248.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0249.png', 4.582276502520137
248, 249, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0249.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0250.png', 4.65744601595851
249, 250, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0250.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0251.png', 4.696751816905935
250, 251, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0251.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0252.png', 4.8000032393466805
251, 252, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0252.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0253.png', 4.44682456696492
252, 253, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0253.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0254.png', 4.933281993887082
253, 254, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0254.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0255.png', 4.838343799410096
254, 255, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0255.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0256.png', 4.797664421361783
255, 256, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0256.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0257.png', 4.363867312327708
256, 257, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0257.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0258.png', 4.7141452244199025
257, 258, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0258.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0259.png', 4.988342612195474
258, 259, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0259.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0260.png', 4.8761830582233765
259, 260, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0260.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0261.png', 4.837885267785649
260, 261, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0261.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0262.png', 4.775611289970529
261, 262, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0262.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0263.png', 4.928422040380545
262, 263, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0263.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0264.png', 4.428101507336344
263, 264, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0264.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0265.png', 4.665982360049084
264, 265, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0265.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0266.png', 4.623592884367945
265, 266, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0266.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0267.png', 4.5207042552537295
266, 267, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0267.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0268.png', 4.850923763294473
267, 268, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0268.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0269.png', 4.954226696698702
268, 269, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0269.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0270.png', 4.313325589978412
269, 270, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0270.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0271.png', 4.226527951228079
270, 271, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0271.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0272.png', 4.111247141269254
271, 272, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0272.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0273.png', 4.71620191105908
272, 273, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0273.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0274.png', 4.6114940663748625
273, 274, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0274.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0275.png', 4.406224097914584
274, 275, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0275.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0276.png', 5.006730761604784
275, 276, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0276.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0277.png', 4.949969756239571
276, 277, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0277.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0278.png', 4.814368933578486
277, 278, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0278.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0279.png', 5.291665476440826
278, 279, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0279.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0280.png', 5.377051973444589
279, 280, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0280.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0281.png', 5.123108454929124
280, 281, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0281.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0282.png', 4.837374435458325
281, 282, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0282.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0283.png', 4.871556130272369
282, 283, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0283.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0284.png', 4.52161844986771
283, 284, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0284.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0285.png', 5.04599202848309
284, 285, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0285.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0286.png', 4.831425382903934
285, 286, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0286.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0287.png', 4.993854356599893
286, 287, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0287.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0288.png', 4.980621423025815
287, 288, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0288.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0289.png', 5.20952045570735
288, 289, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0289.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0290.png', 5.095509994761422
289, 290, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0290.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0291.png', 5.461493297734503
290, 291, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0291.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0292.png', 6.095811917365287
291, 292, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0292.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0293.png', 6.057411147848872
292, 293, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0293.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0294.png', 5.98321210587268
293, 294, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0294.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0295.png', 6.003060674025745
