0, 1, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00001.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00002.png', 5.3453926750955905
154, 155, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00155.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00156.png', 3.864280629072895
155, 156, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00156.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00157.png', 3.3047939668644175
156, 157, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00157.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00158.png', 3.34859590373049
157, 158, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00158.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00159.png', 3.4818637345360557
158, 159, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00159.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00160.png', 2.7230345103609994
159, 160, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00160.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00161.png', 2.818479289088419
160, 161, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00161.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00162.png', 3.7504373984228105
161, 162, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00162.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00163.png', 4.069878534089319
162, 163, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00163.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00164.png', 4.48962960602473
163, 164, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00164.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00165.png', 2.8135233856888906
164, 165, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00165.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00166.png', 2.91386102769469
165, 166, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00166.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00167.png', 3.162986127926522
166, 167, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00167.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00168.png', 3.7264513477060435
167, 168, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00168.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00169.png', 4.072458826050068
168, 169, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00169.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00170.png', 4.4288250461115535
169, 170, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00170.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00171.png', 4.9975949275038
170, 171, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00171.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00172.png', 5.041431877365638
171, 172, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00172.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00173.png', 4.448328431586243
172, 173, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00173.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00174.png', 5.095346335439067
173, 174, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00174.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00175.png', 5.152563494076116
174, 175, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00175.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00176.png', 3.3564581031456475
175, 176, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00176.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00177.png', 4.145527175495699
176, 177, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00177.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00178.png', 3.4007005805352137
177, 178, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00178.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00179.png', 3.3474156900551892
178, 179, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00179.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00180.png', 3.9027787114656998
179, 180, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00180.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00181.png', 3.931234162047531
180, 181, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00181.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00182.png', 3.7740967685578535
181, 182, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00182.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00183.png', 3.3646269106651503
182, 183, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00183.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00184.png', 3.2162629437696943
183, 184, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00184.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00185.png', 3.3135087347545835
184, 185, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00185.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00186.png', 3.9617975834927006
185, 186, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00186.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00187.png', 3.4598918700123615
186, 187, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00187.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00188.png', 3.8587668678217817
187, 188, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00188.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00189.png', 3.643356293423735
188, 189, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00189.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00190.png', 4.437957415793632
189, 190, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00190.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00191.png', 4.325426476806938
190, 191, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00191.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00192.png', 3.6850477084675304
191, 192, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00192.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00193.png', 3.2163260527728745
192, 193, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00193.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00194.png', 3.2077013764255673
193, 194, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00194.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00195.png', 2.8307770543531463
194, 195, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00195.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00196.png', 3.3939776031892612
195, 196, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00196.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00197.png', 4.2051291356673195
196, 197, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00197.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00198.png', 4.214569994589086
197, 198, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00198.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00199.png', 4.2399377647555
198, 199, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00199.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00200.png', 4.850126352541871
199, 200, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00200.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00201.png', 5.307177808359345
200, 201, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00201.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00202.png', 4.692010290419972
201, 202, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00202.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00203.png', 4.714534547185105
202, 203, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00203.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00204.png', 5.172443602155936
203, 204, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00204.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00205.png', 4.309503094604964
204, 205, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00205.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00206.png', 3.958929640912466
205, 206, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00206.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00207.png', 3.5099867158167846
206, 207, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00207.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00208.png', 3.5227514669517874
207, 208, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00208.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00209.png', 3.513703127311016
208, 209, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00209.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00210.png', 3.2988596921310367
209, 210, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00210.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00211.png', 3.6707497627587284
210, 211, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00211.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00212.png', 4.273789597368199
211, 212, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00212.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00213.png', 4.788458130398212
212, 213, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00213.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00214.png', 3.9371381898196813
213, 214, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00214.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00215.png', 3.7604174723840145
214, 215, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00215.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00216.png', 3.9305966102724894
215, 216, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00216.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00217.png', 3.378290680860299
216, 217, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00217.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00218.png', 3.5581757042886135
217, 218, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00218.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00219.png', 3.1604184352568767
218, 219, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00219.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00220.png', 3.7502140148975442
219, 220, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00220.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00221.png', 5.1401593276772255
220, 221, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00221.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00222.png', 5.773191494856452
221, 222, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00222.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00223.png', 5.604316565730803
222, 223, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00223.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00224.png', 4.099330185846177
223, 224, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00224.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00225.png', 6.0088390390485245
224, 225, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00225.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00226.png', 6.065898740802496
225, 226, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00226.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00227.png', 4.709319914704154
226, 227, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00227.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00228.png', 5.352482045514256
227, 228, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00228.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00229.png', 5.06505922861948
228, 229, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00229.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00230.png', 4.926354685904449
229, 230, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00230.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00231.png', 5.01472868125322
230, 231, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00231.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00232.png', 5.549793037629184
231, 232, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00232.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00233.png', 5.2357028978755755
232, 233, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00233.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00234.png', 4.292737716105824
233, 234, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00234.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00235.png', 4.548843966826546
234, 235, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00235.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00236.png', 5.693654005672665
235, 236, './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00236.png', './GTEA61/flow_y_processed/S2/pour_water,cup/3/flow_y_00237.png', 4.559170263463628
