0, 1, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0002.png', 5.021267083364974
136, 137, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0137.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0138.png', 5.098862066216617
137, 138, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0138.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0139.png', 5.520638985807576
138, 139, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0139.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0140.png', 5.2221234656289335
139, 140, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0140.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0141.png', 5.127985281343786
140, 141, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0141.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0142.png', 5.445490300212378
141, 142, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0142.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0143.png', 5.334614342181619
142, 143, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0143.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0144.png', 5.033243073766278
143, 144, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0144.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0145.png', 5.284126670623963
144, 145, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0145.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0146.png', 5.454205797280348
145, 146, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0146.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0147.png', 5.219696702338845
146, 147, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0147.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0148.png', 5.391820768986562
147, 148, './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0148.png', './GTEA61/processed_frames2/S1/spread_jam,spoon,bread/1/rgb/rgb0149.png', 5.37380534852988
