0, 1, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00001.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00002.png', 4.581352861581306
150, 151, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00151.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00152.png', 3.9649298413614513
151, 152, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00152.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00153.png', 3.9948959581804444
152, 153, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00153.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00154.png', 4.551153324522986
153, 154, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00154.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00155.png', 4.45755120761462
154, 155, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00155.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00156.png', 4.099863023187511
155, 156, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00156.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00157.png', 4.67633512939312
156, 157, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00157.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00158.png', 4.881962060893679
157, 158, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00158.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00159.png', 4.291350890132305
158, 159, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00159.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00160.png', 5.157822836375885
159, 160, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00160.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00161.png', 4.206562912534329
160, 161, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00161.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00162.png', 4.196086534164102
161, 162, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00162.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00163.png', 4.533621737021476
162, 163, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00163.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00164.png', 4.257683020894288
163, 164, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00164.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00165.png', 4.403793909533216
164, 165, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00165.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00166.png', 4.443040591435256
165, 166, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00166.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00167.png', 3.570185632386323
166, 167, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00167.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00168.png', 4.125602764226839
167, 168, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00168.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00169.png', 4.261132258360432
168, 169, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00169.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00170.png', 4.198237599233324
169, 170, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00170.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00171.png', 4.264886471958932
170, 171, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00171.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00172.png', 4.8593985737989716
171, 172, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00172.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00173.png', 3.81979835102193
172, 173, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00173.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00174.png', 3.7519858172516507
173, 174, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00174.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00175.png', 3.932313105979232
174, 175, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00175.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00176.png', 3.5674625492977396
175, 176, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00176.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00177.png', 4.237707253704382
176, 177, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00177.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00178.png', 3.61789064398438
177, 178, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00178.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00179.png', 4.099887116864127
178, 179, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00179.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00180.png', 3.655241145598393
179, 180, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00180.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00181.png', 4.243113075771545
180, 181, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00181.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00182.png', 4.112546370623414
181, 182, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00182.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00183.png', 3.5379413423907344
182, 183, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00183.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00184.png', 3.917849572051411
183, 184, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00184.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00185.png', 4.1961535578674045
184, 185, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00185.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00186.png', 4.478229407510725
185, 186, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00186.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00187.png', 5.064676342031577
186, 187, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00187.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00188.png', 4.916167669902229
187, 188, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00188.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00189.png', 4.398842511847389
188, 189, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00189.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00190.png', 4.676899322040267
189, 190, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00190.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00191.png', 4.154044833805153
190, 191, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00191.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00192.png', 4.066881972354131
191, 192, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00192.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00193.png', 4.515945935856743
192, 193, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00193.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00194.png', 4.511539124813693
193, 194, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00194.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00195.png', 4.081461948995322
194, 195, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00195.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00196.png', 3.997245823846145
195, 196, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00196.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00197.png', 3.348792262664016
196, 197, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00197.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00198.png', 3.875528119386365
197, 198, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00198.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00199.png', 4.585996437049626
198, 199, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00199.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00200.png', 4.7990699742559695
199, 200, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00200.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00201.png', 4.9196579091626145
200, 201, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00201.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00202.png', 5.257796735327311
201, 202, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00202.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00203.png', 4.5365576094370645
202, 203, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00203.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00204.png', 5.116512365448942
203, 204, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00204.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00205.png', 4.841289627521927
204, 205, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00205.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00206.png', 4.308460173754629
205, 206, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00206.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00207.png', 4.300400234602357
206, 207, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00207.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00208.png', 4.307071676197586
207, 208, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00208.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00209.png', 4.1222726772136555
208, 209, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00209.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00210.png', 4.073816519362728
209, 210, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00210.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00211.png', 4.975472263627664
210, 211, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00211.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00212.png', 3.8818792472146146
211, 212, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00212.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00213.png', 5.2561158377830335
212, 213, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00213.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00214.png', 5.475604931111584
213, 214, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00214.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00215.png', 3.7113533037423876
214, 215, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00215.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00216.png', 5.298430394773572
215, 216, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00216.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00217.png', 4.646391687349886
216, 217, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00217.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00218.png', 4.222159707123789
217, 218, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00218.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00219.png', 4.1756501606223
218, 219, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00219.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00220.png', 4.559632341696424
219, 220, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00220.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00221.png', 4.781988718985687
220, 221, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00221.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00222.png', 4.575451828206217
221, 222, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00222.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00223.png', 4.104894363978453
222, 223, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00223.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00224.png', 4.123600636793828
223, 224, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00224.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00225.png', 4.02124216445731
224, 225, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00225.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00226.png', 4.159494184648454
225, 226, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00226.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00227.png', 4.169411446427561
226, 227, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00227.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00228.png', 4.464429130293677
227, 228, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00228.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00229.png', 4.32564241896819
228, 229, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00229.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00230.png', 4.459943224214828
229, 230, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00230.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00231.png', 4.872172609115085
230, 231, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00231.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00232.png', 4.869355360090048
231, 232, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00232.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00233.png', 4.5099959966332746
232, 233, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00233.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00234.png', 4.489685231444649
233, 234, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00234.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00235.png', 4.302103958581824
234, 235, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00235.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00236.png', 4.2187178930405365
235, 236, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00236.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00237.png', 4.347589543412392
236, 237, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00237.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00238.png', 4.526768787463081
237, 238, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00238.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00239.png', 4.490031934690747
238, 239, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00239.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00240.png', 4.25825125791547
239, 240, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00240.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00241.png', 4.588590479188463
240, 241, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00241.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00242.png', 4.28076747435853
241, 242, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00242.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00243.png', 4.423907675331411
242, 243, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00243.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00244.png', 4.417247937650212
243, 244, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00244.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00245.png', 4.172414268260949
244, 245, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00245.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00246.png', 4.625966454003512
245, 246, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00246.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00247.png', 4.737194822990514
246, 247, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00247.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00248.png', 4.438238696970464
247, 248, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00248.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00249.png', 4.472011742685236
248, 249, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00249.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00250.png', 4.572624229211045
249, 250, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00250.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00251.png', 4.5266347447359045
250, 251, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00251.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00252.png', 4.705369439398774
251, 252, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00252.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00253.png', 4.11383899637553
252, 253, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00253.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00254.png', 3.924742849356996
253, 254, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00254.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00255.png', 4.829570101521168
254, 255, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00255.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00256.png', 4.721227837860648
255, 256, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00256.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00257.png', 4.349768620561226
256, 257, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00257.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00258.png', 4.374180246859741
257, 258, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00258.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00259.png', 4.474495532404491
258, 259, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00259.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00260.png', 3.827746467572805
259, 260, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00260.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00261.png', 4.612137815308834
260, 261, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00261.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00262.png', 4.940097521344871
261, 262, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00262.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00263.png', 4.452987649930379
262, 263, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00263.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00264.png', 4.312873149598827
263, 264, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00264.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00265.png', 4.205097250762319
264, 265, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00265.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00266.png', 3.851434060908159
265, 266, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00266.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00267.png', 3.835446599415362
266, 267, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00267.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00268.png', 4.089359063961847
267, 268, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00268.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00269.png', 4.631728437838961
268, 269, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00269.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00270.png', 4.563452741677368
269, 270, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00270.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00271.png', 3.6890040709815732
270, 271, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00271.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00272.png', 4.129294419364786
271, 272, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00272.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00273.png', 3.898392688375078
272, 273, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00273.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00274.png', 3.663835425959046
273, 274, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00274.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00275.png', 3.9362183403006887
274, 275, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00275.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00276.png', 4.442958647425081
275, 276, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00276.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00277.png', 5.034678817082177
276, 277, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00277.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00278.png', 5.156055542013002
277, 278, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00278.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00279.png', 4.776553146055916
278, 279, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00279.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00280.png', 5.2471491133220844
279, 280, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00280.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00281.png', 5.0640478941604155
280, 281, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00281.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00282.png', 4.904807251156388
281, 282, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00282.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00283.png', 5.095637372327817
282, 283, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00283.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00284.png', 4.277680138497626
283, 284, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00284.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00285.png', 4.337300866431942
284, 285, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00285.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00286.png', 4.721407318806626
285, 286, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00286.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00287.png', 4.805436581553427
286, 287, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00287.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00288.png', 4.482903966184707
287, 288, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00288.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00289.png', 4.2458030973561875
288, 289, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00289.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00290.png', 3.7939636540313684
289, 290, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00290.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00291.png', 4.738903358420522
290, 291, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00291.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00292.png', 5.255936758498839
291, 292, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00292.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00293.png', 5.246667641959163
292, 293, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00293.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00294.png', 5.122991672211496
293, 294, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00294.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00295.png', 4.802564740103107
294, 295, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00295.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00296.png', 4.852955379534623
295, 296, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00296.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00297.png', 5.183151103354183
296, 297, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00297.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00298.png', 4.170175634089444
297, 298, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00298.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00299.png', 4.372721717940389
298, 299, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00299.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00300.png', 4.102096864278095
299, 300, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00300.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00301.png', 4.4443147712204185
