0, 1, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00001.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00002.png', 6.205513510539324
150, 151, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00151.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00152.png', 4.593607731176594
151, 152, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00152.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00153.png', 4.835334265600185
152, 153, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00153.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00154.png', 5.782376682325436
153, 154, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00154.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00155.png', 5.321782908012587
154, 155, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00155.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00156.png', 5.73082175695329
155, 156, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00156.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00157.png', 4.7538409518995515
156, 157, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00157.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00158.png', 4.7786288638133785
157, 158, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00158.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00159.png', 5.175196604645474
158, 159, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00159.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00160.png', 4.649713110965158
159, 160, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00160.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00161.png', 4.394328442731385
160, 161, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00161.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00162.png', 4.887265991721708
161, 162, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00162.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00163.png', 4.059533638928541
162, 163, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00163.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00164.png', 5.055055807825989
163, 164, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00164.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00165.png', 4.04379157555882
164, 165, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00165.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00166.png', 4.502598352982416
165, 166, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00166.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00167.png', 3.545740656095798
166, 167, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00167.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00168.png', 4.404879945815251
167, 168, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00168.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00169.png', 4.048108305518747
168, 169, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00169.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00170.png', 4.7254521068481425
169, 170, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00170.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00171.png', 4.590517610536371
170, 171, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00171.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00172.png', 4.587140352697171
171, 172, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00172.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00173.png', 4.776018385724554
172, 173, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00173.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00174.png', 5.236009779777255
173, 174, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00174.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00175.png', 4.5688120945537705
174, 175, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00175.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00176.png', 4.769119915110183
175, 176, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00176.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00177.png', 4.761074816186909
176, 177, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00177.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00178.png', 5.7316700244678405
177, 178, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00178.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00179.png', 4.163883758273732
178, 179, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00179.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00180.png', 4.661233711496586
179, 180, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00180.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00181.png', 3.6534675549208755
180, 181, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00181.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00182.png', 4.07741400495085
181, 182, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00182.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00183.png', 5.420458908377195
182, 183, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00183.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00184.png', 5.252082288913231
183, 184, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00184.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00185.png', 5.131352076543096
184, 185, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00185.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00186.png', 5.589086913254002
185, 186, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00186.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00187.png', 4.498665020175936
186, 187, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00187.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00188.png', 4.4166249824514905
187, 188, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00188.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00189.png', 4.16907666377454
188, 189, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00189.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00190.png', 5.022574284061985
189, 190, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00190.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00191.png', 4.353312061396487
190, 191, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00191.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00192.png', 5.073140378379839
191, 192, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00192.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00193.png', 5.116500047680483
192, 193, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00193.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00194.png', 4.785672226541998
193, 194, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00194.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00195.png', 3.336563389643373
194, 195, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00195.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00196.png', 5.268700920944067
195, 196, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00196.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00197.png', 4.937527955962339
196, 197, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00197.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00198.png', 5.030576524177892
197, 198, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00198.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00199.png', 4.043607658419086
198, 199, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00199.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00200.png', 4.255646702231222
199, 200, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00200.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00201.png', 4.598972366478579
200, 201, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00201.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00202.png', 5.284163912217929
201, 202, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00202.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00203.png', 3.7432835581923434
202, 203, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00203.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00204.png', 4.434319376999445
203, 204, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00204.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00205.png', 3.9844058037665415
204, 205, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00205.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00206.png', 4.315057539487838
205, 206, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00206.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00207.png', 3.660044827163083
206, 207, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00207.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00208.png', 5.18205360181528
207, 208, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00208.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00209.png', 5.451454953515103
208, 209, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00209.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00210.png', 4.151442790332597
209, 210, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00210.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00211.png', 5.46088933998123
210, 211, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00211.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00212.png', 4.77784198205788
211, 212, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00212.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00213.png', 5.095246642288557
212, 213, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00213.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00214.png', 4.055613668530099
213, 214, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00214.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00215.png', 4.701798267193938
214, 215, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00215.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00216.png', 5.131454421515614
215, 216, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00216.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00217.png', 4.242109848039945
216, 217, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00217.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00218.png', 5.7708144384029785
217, 218, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00218.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00219.png', 4.9880296560911095
218, 219, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00219.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00220.png', 5.877303701143583
219, 220, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00220.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00221.png', 5.94581159103542
220, 221, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00221.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00222.png', 4.556037212889743
221, 222, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00222.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00223.png', 5.194743947475465
222, 223, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00223.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00224.png', 5.3294631027423
223, 224, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00224.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00225.png', 5.639914760472292
224, 225, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00225.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00226.png', 5.347991645656542
225, 226, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00226.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00227.png', 5.344391579684178
226, 227, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00227.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00228.png', 4.677996011185291
227, 228, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00228.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00229.png', 5.160885417307207
228, 229, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00229.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00230.png', 4.633885678691709
229, 230, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00230.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00231.png', 5.364714960974198
230, 231, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00231.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00232.png', 5.845657464942738
231, 232, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00232.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00233.png', 4.75126378383766
232, 233, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00233.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00234.png', 5.382400334425258
233, 234, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00234.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00235.png', 4.789891012639963
234, 235, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00235.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00236.png', 5.630446702281297
235, 236, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00236.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00237.png', 6.101755313352752
236, 237, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00237.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00238.png', 5.55614718443992
237, 238, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00238.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00239.png', 5.013593478683255
238, 239, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00239.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00240.png', 6.021895835932421
239, 240, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00240.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00241.png', 4.976273928396904
240, 241, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00241.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00242.png', 5.02511692738473
241, 242, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00242.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00243.png', 5.571151895652972
242, 243, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00243.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00244.png', 4.463125629491073
243, 244, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00244.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00245.png', 5.064783686431467
244, 245, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00245.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00246.png', 5.02326497185375
245, 246, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00246.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00247.png', 4.4862677820503745
246, 247, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00247.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00248.png', 5.396389593853881
247, 248, './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00248.png', './GTEA61/flow_y_processed/S3/shake_tea,cup/1/flow_y_00249.png', 5.665936057380584
