0, 1, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0002.png', 5.376777999709306
147, 148, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0148.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0149.png', 6.168741562755201
148, 149, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0149.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0150.png', 6.3478022957857645
149, 150, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0150.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0151.png', 5.282109274651285
150, 151, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0151.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0152.png', 5.28070184666921
151, 152, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0152.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0153.png', 5.193364561358908
152, 153, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0153.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0154.png', 4.80309679177329
153, 154, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0154.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0155.png', 4.914643460362639
154, 155, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0155.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0156.png', 4.931749949403805
155, 156, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0156.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0157.png', 5.185579737777998
156, 157, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0157.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0158.png', 5.37664368912599
157, 158, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0158.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0159.png', 5.017416853778312
158, 159, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0159.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0160.png', 5.300869485457098
159, 160, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0160.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0161.png', 5.332675693570968
160, 161, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0161.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0162.png', 5.489072711315445
161, 162, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0162.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0163.png', 5.515777916939525
162, 163, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0163.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0164.png', 5.615121383494029
163, 164, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0164.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0165.png', 5.423976032809035
164, 165, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0165.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0166.png', 5.097114179224138
165, 166, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0166.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0167.png', 5.075097723389356
166, 167, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0167.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0168.png', 5.2896717610972805
167, 168, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0168.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0169.png', 4.933375650985342
168, 169, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0169.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0170.png', 5.970367354598204
169, 170, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0170.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0171.png', 5.301451330252474
170, 171, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0171.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0172.png', 5.422082155037299
171, 172, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0172.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0173.png', 5.791742082601887
172, 173, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0173.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0174.png', 6.020512739602191
173, 174, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0174.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0175.png', 5.989663783649444
174, 175, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0175.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0176.png', 5.659861261144491
175, 176, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0176.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0177.png', 5.814231395829727
176, 177, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0177.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0178.png', 5.983119233967712
177, 178, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0178.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0179.png', 5.990524423330236
178, 179, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0179.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0180.png', 5.706411604698521
179, 180, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0180.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0181.png', 5.450493195404277
180, 181, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0181.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0182.png', 5.678008849901817
181, 182, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0182.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0183.png', 5.717630194114214
182, 183, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0183.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0184.png', 5.050755596071623
183, 184, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0184.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0185.png', 4.811681652704998
184, 185, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0185.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0186.png', 4.771377119885437
185, 186, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0186.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0187.png', 5.15579804982241
186, 187, './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0187.png', './GTEA61/processed_frames2/S2/shake_tea,cup/1/rgb/rgb0188.png', 5.303089925503763
