0, 1, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0001.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0002.png', 0.3739901717838712
152, 153, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0153.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0154.png', 0.015528795268535775
153, 154, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0154.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0155.png', 0.015528795268535775
154, 155, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0155.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0156.png', -0.0
155, 156, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0156.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0157.png', 0.009013185442534974
156, 157, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0157.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0158.png', 0.009013185442534974
157, 158, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0158.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0159.png', -0.0
158, 159, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0159.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0160.png', 0.01957903710346705
159, 160, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0160.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0161.png', 0.01934529263096175
160, 161, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0161.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0162.png', 0.019501179816486896
161, 162, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0162.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0163.png', 0.0255674313980208
162, 163, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0163.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0164.png', 0.047475957009750304
163, 164, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0164.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0165.png', 0.04545402549654162
164, 165, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0165.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0166.png', 0.05842578499856206
165, 166, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0166.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0167.png', 0.05361778006341472
166, 167, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0167.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0168.png', 0.058549374939307154
167, 168, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0168.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0169.png', 0.052542619988543995
168, 169, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0169.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0170.png', 0.06210660571730793
169, 170, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0170.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0171.png', 0.04851184535412656
170, 171, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0171.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0172.png', 0.05031254750138729
171, 172, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0172.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0173.png', 0.047994541830736745
172, 173, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0173.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0174.png', 0.027476996851617398
173, 174, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0174.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0175.png', 0.012890940833683676
174, 175, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0175.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0176.png', 0.0026088830521568
175, 176, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0176.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0177.png', 0.002287629457711054
176, 177, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0177.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0178.png', 0.004937438773796977
177, 178, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0178.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0179.png', -0.0
178, 179, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0179.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0180.png', -0.0
179, 180, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0180.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0181.png', -0.0
180, 181, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0181.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0182.png', -0.0
181, 182, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0182.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0183.png', -0.0
182, 183, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0183.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0184.png', -0.0
183, 184, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0184.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0185.png', -0.0
184, 185, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0185.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0186.png', -0.0
185, 186, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0186.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0187.png', -0.0
186, 187, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0187.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0188.png', 0.00636941391310502
187, 188, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0188.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0189.png', 0.00636941391310502
188, 189, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0189.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0190.png', -0.0
189, 190, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0190.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0191.png', -0.0
190, 191, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0191.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0192.png', -0.0
191, 192, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0192.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0193.png', -0.0
192, 193, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0193.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0194.png', 0.009101997303020633
193, 194, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0194.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0195.png', 0.014138020193311689
194, 195, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0195.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0196.png', 0.015040519732288163
195, 196, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0196.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0197.png', 0.007480660793452794
196, 197, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0197.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0198.png', 0.01397286830308523
197, 198, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0198.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0199.png', 0.006463079146510757
198, 199, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0199.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0200.png', 0.005707769227122036
199, 200, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0200.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0201.png', 0.009455882415911493
200, 201, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0201.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0202.png', 0.00874590784647976
201, 202, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0202.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0203.png', 0.00874590784647976
202, 203, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0203.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0204.png', 0.06241089376714898
203, 204, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0204.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0205.png', 0.06561424550680799
204, 205, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0205.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0206.png', 0.040811075224901974
205, 206, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0206.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0207.png', 0.05443653205167188
206, 207, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0207.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0208.png', 0.05947429522801502
207, 208, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0208.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0209.png', 0.05774490308501487
208, 209, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0209.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0210.png', 0.06621423623014686
209, 210, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0210.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0211.png', 0.06362440592311062
210, 211, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0211.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0212.png', 0.049285433497237165
211, 212, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0212.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0213.png', 0.06681286257237162
212, 213, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0213.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0214.png', 0.07325327929075631
213, 214, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0214.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0215.png', 0.028204381491556768
214, 215, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0215.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0216.png', 0.024825560723691884
215, 216, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0216.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0217.png', 0.022573255459519256
216, 217, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0217.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0218.png', 0.03086400259717498
217, 218, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0218.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0219.png', 0.035841904979121854
218, 219, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0219.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0220.png', 0.03755947812517564
219, 220, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0220.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0221.png', 0.045781503673039424
220, 221, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0221.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0222.png', 0.018797846523535888
221, 222, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0222.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0223.png', 0.030078339594110798
222, 223, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0223.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0224.png', 0.030149935119064993
223, 224, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0224.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0225.png', 0.038105527263807885
224, 225, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0225.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0226.png', 0.035011256078478985
225, 226, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0226.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0227.png', 0.014713458529157475
226, 227, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0227.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0228.png', 0.01911102628555858
227, 228, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0228.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0229.png', 0.025271194602123057
228, 229, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0229.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0230.png', 0.0188762306604249
229, 230, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0230.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0231.png', 0.01973458038713974
230, 231, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0231.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0232.png', 0.009279209349486487
231, 232, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0232.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0233.png', 0.012132833000657043
232, 233, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0233.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0234.png', 0.014467329558518765
233, 234, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0234.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0235.png', 0.0616799832891825
234, 235, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0235.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0236.png', 0.07331167673700902
235, 236, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0236.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0237.png', 0.15235998637599624
236, 237, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0237.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0238.png', 0.14806088709825235
237, 238, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0238.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0239.png', 0.1441027388357726
238, 239, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0239.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0240.png', 0.17716068095008597
239, 240, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0240.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0241.png', 0.13126370244673222
240, 241, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0241.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0242.png', 0.16897845704567827
241, 242, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0242.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0243.png', 0.24003609707504064
242, 243, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0243.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0244.png', 0.2061222170218557
243, 244, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0244.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0245.png', 0.1922172646333714
244, 245, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0245.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0246.png', 0.18093499393696144
245, 246, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0246.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0247.png', 0.18454871779010434
246, 247, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0247.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0248.png', 0.2525427489050296
247, 248, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0248.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0249.png', 0.3049250074486827
248, 249, './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0249.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/mmaps/map0250.png', 0.2670837107608717
