0, 1, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00001.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00002.png', 5.523500205974474
150, 151, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00151.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00152.png', 3.913753751183727
151, 152, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00152.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00153.png', 3.946223310866404
152, 153, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00153.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00154.png', 4.048337231403007
153, 154, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00154.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00155.png', 3.6784936943443594
154, 155, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00155.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00156.png', 3.3162015301194665
155, 156, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00156.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00157.png', 3.837169001552651
156, 157, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00157.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00158.png', 3.905322254489506
157, 158, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00158.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00159.png', 4.248332056213254
158, 159, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00159.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00160.png', 3.646016989836598
159, 160, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00160.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00161.png', 4.143655295628273
160, 161, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00161.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00162.png', 3.8801103074391925
161, 162, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00162.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00163.png', 3.7823459227711855
162, 163, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00163.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00164.png', 5.036397819730494
163, 164, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00164.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00165.png', 4.516613898556345
164, 165, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00165.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00166.png', 4.544384328242513
165, 166, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00166.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00167.png', 3.929338932835741
166, 167, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00167.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00168.png', 4.4177653039692535
167, 168, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00168.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00169.png', 3.870783468325403
168, 169, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00169.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00170.png', 3.083957852641027
169, 170, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00170.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00171.png', 4.091081139347046
170, 171, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00171.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00172.png', 3.0264935220412967
171, 172, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00172.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00173.png', 3.9560937653511536
172, 173, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00173.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00174.png', 3.6467685783982553
173, 174, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00174.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00175.png', 3.3248072348619195
174, 175, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00175.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00176.png', 3.6281533557529877
175, 176, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00176.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00177.png', 4.222132313206399
176, 177, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00177.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00178.png', 3.5292803009738907
177, 178, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00178.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00179.png', 3.5922047928733303
178, 179, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00179.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00180.png', 3.8414914557873705
179, 180, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00180.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00181.png', 3.6704707660585334
180, 181, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00181.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00182.png', 3.659339026252665
181, 182, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00182.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00183.png', 4.306415923605714
182, 183, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00183.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00184.png', 3.5827024923878916
183, 184, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00184.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00185.png', 3.904156120343674
184, 185, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00185.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00186.png', 4.382526846992972
185, 186, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00186.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00187.png', 4.177993622646701
186, 187, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00187.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00188.png', 4.143382180022939
187, 188, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00188.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00189.png', 3.8566045836538616
188, 189, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00189.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00190.png', 3.682397871185214
189, 190, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00190.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00191.png', 3.706696109939328
190, 191, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00191.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00192.png', 3.311821098291777
191, 192, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00192.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00193.png', 3.405576921815199
192, 193, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00193.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00194.png', 3.895103457569843
193, 194, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00194.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00195.png', 3.7777346568634553
194, 195, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00195.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00196.png', 4.304430593014565
195, 196, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00196.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00197.png', 4.328481600237995
196, 197, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00197.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00198.png', 4.210068195302157
197, 198, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00198.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00199.png', 4.71021649941775
198, 199, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00199.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00200.png', 4.125991608660418
199, 200, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00200.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00201.png', 4.15078522453088
200, 201, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00201.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00202.png', 3.8644355533228136
201, 202, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00202.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00203.png', 4.522009072817547
202, 203, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00203.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00204.png', 4.82695957506056
203, 204, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00204.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00205.png', 4.379883550302206
204, 205, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00205.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00206.png', 3.922505256145746
205, 206, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00206.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00207.png', 4.672427961106965
206, 207, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00207.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00208.png', 4.043731075548486
207, 208, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00208.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00209.png', 4.150187991763904
208, 209, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00209.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00210.png', 4.140873652236631
209, 210, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00210.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00211.png', 4.30192247164136
210, 211, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00211.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00212.png', 3.790061839643468
211, 212, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00212.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00213.png', 3.8230890945501637
212, 213, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00213.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00214.png', 4.1089882873104315
213, 214, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00214.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00215.png', 3.4819429697614654
214, 215, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00215.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00216.png', 3.9758653054432602
215, 216, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00216.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00217.png', 4.0335433117998205
216, 217, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00217.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00218.png', 4.98079178259905
217, 218, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00218.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00219.png', 4.678774384511851
218, 219, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00219.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00220.png', 4.9529083955130275
219, 220, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00220.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00221.png', 3.7646867737549092
220, 221, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00221.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00222.png', 4.2731609357563105
221, 222, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00222.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00223.png', 4.807493452119267
222, 223, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00223.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00224.png', 3.732274125178264
223, 224, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00224.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00225.png', 4.708048944692239
224, 225, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00225.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00226.png', 3.748097951828145
225, 226, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00226.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00227.png', 3.929294567466325
226, 227, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00227.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00228.png', 4.05172729061358
227, 228, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00228.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00229.png', 3.487698233620859
228, 229, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00229.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00230.png', 3.912103825687582
229, 230, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00230.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00231.png', 4.4820558511786
230, 231, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00231.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00232.png', 4.0739171527858655
231, 232, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00232.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00233.png', 3.8147128250686295
232, 233, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00233.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00234.png', 4.5277676979175725
233, 234, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00234.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00235.png', 3.749229347221709
234, 235, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00235.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00236.png', 5.073806963302606
235, 236, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00236.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00237.png', 3.5939485662364206
236, 237, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00237.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00238.png', 4.288164748116013
237, 238, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00238.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00239.png', 4.319800400364735
238, 239, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00239.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00240.png', 3.958768716625544
239, 240, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00240.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00241.png', 4.421112925002268
240, 241, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00241.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00242.png', 6.15976352571457
241, 242, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00242.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00243.png', 4.61479850778408
242, 243, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00243.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00244.png', 6.048229755251134
243, 244, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00244.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00245.png', 5.427999786470698
244, 245, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00245.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00246.png', 4.429247912237232
245, 246, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00246.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00247.png', 4.583094914782455
246, 247, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00247.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00248.png', 5.069020336006506
247, 248, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00248.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00249.png', 5.385160382782169
248, 249, './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00249.png', './GTEA61/flow_y_processed/S1/pour_honey,bread/1/flow_y_00250.png', 5.4783312891513205
