0, 1, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00001.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00002.png', 4.277482237162708
153, 154, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00154.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00155.png', 3.755353485958052
154, 155, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00155.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00156.png', 3.77060889169839
155, 156, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00156.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00157.png', 3.0427550999172412
156, 157, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00157.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00158.png', 3.1890964832699273
157, 158, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00158.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00159.png', 3.6997170003415802
158, 159, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00159.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00160.png', 3.3079931261547615
159, 160, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00160.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00161.png', 3.179492273717477
160, 161, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00161.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00162.png', 4.413340308406243
161, 162, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00162.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00163.png', 3.7850825654153
162, 163, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00163.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00164.png', 3.7911421260718186
163, 164, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00164.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00165.png', 3.7114382486464064
164, 165, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00165.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00166.png', 3.339690333182412
165, 166, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00166.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00167.png', 3.5194735752575874
166, 167, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00167.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00168.png', 3.7692975363591277
167, 168, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00168.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00169.png', 3.2497921964289507
168, 169, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00169.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00170.png', 4.69048537083412
169, 170, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00170.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00171.png', 4.776307780326286
170, 171, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00171.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00172.png', 4.277954473149043
171, 172, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00172.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00173.png', 4.861283829155857
172, 173, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00173.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00174.png', 4.513421162734853
173, 174, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00174.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00175.png', 5.216193949201055
174, 175, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00175.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00176.png', 3.7929723054252342
175, 176, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00176.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00177.png', 3.5256508465911534
176, 177, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00177.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00178.png', 3.0416566563982403
177, 178, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00178.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00179.png', 2.888221310528353
178, 179, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00179.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00180.png', 3.45962954794319
179, 180, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00180.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00181.png', 3.4902756737707756
180, 181, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00181.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00182.png', 3.608182946327831
181, 182, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00182.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00183.png', 3.799947002707628
182, 183, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00183.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00184.png', 3.3332449923772067
183, 184, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00184.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00185.png', 3.5907798556902675
184, 185, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00185.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00186.png', 3.536310650746105
185, 186, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00186.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00187.png', 3.6450191252114195
186, 187, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00187.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00188.png', 3.851522138065609
187, 188, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00188.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00189.png', 4.079807295085909
188, 189, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00189.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00190.png', 3.2983920293525806
189, 190, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00190.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00191.png', 3.1421475499134357
190, 191, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00191.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00192.png', 3.4841605121129584
191, 192, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00192.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00193.png', 3.7838264842127747
192, 193, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00193.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00194.png', 2.928225504318903
193, 194, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00194.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00195.png', 3.1665937975270473
194, 195, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00195.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00196.png', 2.968610369322572
195, 196, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00196.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00197.png', 3.6491163195259992
196, 197, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00197.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00198.png', 4.106537410458377
197, 198, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00198.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00199.png', 3.9286197327019767
198, 199, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00199.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00200.png', 4.9868790271156636
199, 200, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00200.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00201.png', 5.4452264106552475
200, 201, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00201.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00202.png', 4.698721636905103
201, 202, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00202.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00203.png', 4.4304194460550015
202, 203, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00203.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00204.png', 5.219283974076722
203, 204, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00204.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00205.png', 4.45273655093494
204, 205, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00205.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00206.png', 3.4579116441929507
205, 206, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00206.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00207.png', 3.7295103321448
206, 207, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00207.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00208.png', 3.172465542428463
207, 208, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00208.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00209.png', 3.6352206720475575
208, 209, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00209.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00210.png', 3.9151435632340816
209, 210, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00210.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00211.png', 3.4059775435468964
210, 211, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00211.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00212.png', 3.3542460563749223
211, 212, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00212.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00213.png', 4.537766222074672
212, 213, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00213.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00214.png', 4.144604999716654
213, 214, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00214.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00215.png', 4.09062979249117
214, 215, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00215.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00216.png', 3.3810696742556914
215, 216, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00216.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00217.png', 2.8962719767510956
216, 217, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00217.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00218.png', 2.757795406226802
217, 218, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00218.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00219.png', 3.662415315515608
218, 219, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00219.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00220.png', 3.8387085833054235
219, 220, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00220.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00221.png', 5.8831300612499895
220, 221, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00221.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00222.png', 5.734214195381419
221, 222, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00222.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00223.png', 5.329811004018241
222, 223, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00223.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00224.png', 3.6456123991247384
223, 224, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00224.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00225.png', 5.8462495766298925
224, 225, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00225.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00226.png', 5.734914359194505
225, 226, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00226.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00227.png', 4.654927509738855
226, 227, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00227.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00228.png', 5.365171060943055
227, 228, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00228.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00229.png', 5.353880720976525
228, 229, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00229.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00230.png', 4.363811410011284
229, 230, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00230.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00231.png', 5.651430431260393
230, 231, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00231.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00232.png', 5.7892757953952625
231, 232, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00232.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00233.png', 5.4068403388144075
232, 233, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00233.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00234.png', 4.408374564876453
233, 234, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00234.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00235.png', 4.967138011050875
234, 235, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00235.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00236.png', 3.992335686006098
235, 236, './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00236.png', './GTEA61/flow_x_processed/S2/pour_water,cup/3/flow_x_00237.png', 4.40852724478631
