0, 1, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0002.png', 4.966235697390018
147, 148, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0148.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0149.png', 5.170027411885525
148, 149, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0149.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0150.png', 4.463327758503438
149, 150, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0150.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0151.png', 4.919952258693703
150, 151, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0151.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0152.png', 5.098751975542409
151, 152, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0152.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0153.png', 5.188249787619806
152, 153, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0153.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0154.png', 4.7092778245903455
153, 154, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0154.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0155.png', 4.817343731190558
154, 155, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0155.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0156.png', 4.812491766647884
155, 156, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0156.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0157.png', 4.954179678073463
156, 157, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0157.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0158.png', 4.809990472214538
157, 158, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0158.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0159.png', 4.653051900150459
158, 159, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0159.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0160.png', 4.7696246491252206
159, 160, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0160.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0161.png', 5.109642554522206
160, 161, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0161.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0162.png', 4.590680956958248
161, 162, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0162.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0163.png', 4.63576643555297
162, 163, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0163.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0164.png', 4.779699713610362
163, 164, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0164.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0165.png', 4.53775910972025
164, 165, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0165.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0166.png', 4.482814030774847
165, 166, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0166.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0167.png', 4.627454654306243
166, 167, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0167.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0168.png', 4.649361859769275
167, 168, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0168.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0169.png', 4.744776154769407
168, 169, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0169.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0170.png', 4.577164987434407
169, 170, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0170.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0171.png', 4.6015477936745235
170, 171, './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0171.png', './GTEA61/processed_frames2/S4/shake_tea,cup/1/rgb/rgb0172.png', 5.043614176548813
