0, 1, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0002.png', 5.827965779455924
147, 148, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0148.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0149.png', 4.2890743178227675
148, 149, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0149.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0150.png', 4.374387370750274
149, 150, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0150.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0151.png', 4.103452242612586
150, 151, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0151.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0152.png', 4.55014366266824
151, 152, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0152.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0153.png', 4.736811155047185
152, 153, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0153.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0154.png', 4.644994668098857
153, 154, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0154.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0155.png', 4.756460561660314
154, 155, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0155.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0156.png', 4.680722653237233
155, 156, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0156.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0157.png', 4.603983024891224
156, 157, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0157.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0158.png', 4.558153184637985
157, 158, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0158.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0159.png', 4.482711316361305
158, 159, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0159.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0160.png', 4.444315394669787
159, 160, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0160.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0161.png', 4.790117659451306
160, 161, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0161.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0162.png', 4.690134447787053
161, 162, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0162.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0163.png', 4.695677750732206
162, 163, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0163.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0164.png', 4.905233896822149
163, 164, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0164.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0165.png', 4.678497629470148
164, 165, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0165.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0166.png', 4.621979487763718
165, 166, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0166.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0167.png', 4.889838665763174
166, 167, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0167.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0168.png', 4.659854950195069
167, 168, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0168.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0169.png', 4.031556730235363
168, 169, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0169.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0170.png', 4.263467446510621
169, 170, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0170.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0171.png', 4.221550607531076
170, 171, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0171.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0172.png', 4.01916864990659
171, 172, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0172.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0173.png', 4.345287606813167
172, 173, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0173.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0174.png', 4.242674338144268
173, 174, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0174.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0175.png', 4.448719727318222
174, 175, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0175.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0176.png', 4.3824936738039035
175, 176, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0176.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0177.png', 4.073048951403032
176, 177, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0177.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0178.png', 3.9806552850472796
177, 178, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0178.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0179.png', 4.302979102997925
178, 179, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0179.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0180.png', 4.151829448904102
179, 180, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0180.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0181.png', 4.248472441517583
180, 181, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0181.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0182.png', 4.517236421370317
181, 182, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0182.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0183.png', 4.6306743095279606
182, 183, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0183.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0184.png', 4.457128924191997
183, 184, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0184.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0185.png', 4.488720727036529
184, 185, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0185.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0186.png', 4.6506721430425895
185, 186, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0186.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0187.png', 4.484179627882822
186, 187, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0187.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0188.png', 4.174163507662461
187, 188, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0188.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0189.png', 4.461647254125474
188, 189, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0189.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0190.png', 4.273051099011037
189, 190, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0190.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0191.png', 4.259186527514253
190, 191, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0191.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0192.png', 4.169737173094654
191, 192, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0192.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0193.png', 4.333604686730594
192, 193, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0193.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0194.png', 4.403498888418997
193, 194, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0194.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0195.png', 4.3279772402696635
194, 195, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0195.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0196.png', 4.572052337637946
195, 196, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0196.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0197.png', 4.976371952751396
196, 197, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0197.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0198.png', 4.71547553133778
197, 198, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0198.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0199.png', 4.542983606527205
198, 199, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0199.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0200.png', 4.447071345081595
199, 200, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0200.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0201.png', 4.995207533737558
200, 201, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0201.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0202.png', 4.697827374321886
201, 202, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0202.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0203.png', 4.714585548559639
202, 203, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0203.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0204.png', 4.4457618532760605
203, 204, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0204.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0205.png', 4.609848369395129
204, 205, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0205.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0206.png', 4.582984886594533
205, 206, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0206.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0207.png', 5.039828577006916
206, 207, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0207.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0208.png', 4.9127718494770205
207, 208, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0208.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0209.png', 5.073180201087802
208, 209, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0209.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0210.png', 4.823701329517189
209, 210, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0210.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0211.png', 4.777991265866356
210, 211, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0211.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0212.png', 4.752133876543003
211, 212, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0212.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0213.png', 4.699397883642308
212, 213, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0213.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0214.png', 4.462207736117493
213, 214, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0214.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0215.png', 4.493199011835003
214, 215, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0215.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0216.png', 4.713772906114418
215, 216, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0216.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0217.png', 4.185854535068875
216, 217, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0217.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0218.png', 4.743029785929218
217, 218, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0218.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0219.png', 4.544035438867507
218, 219, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0219.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0220.png', 4.818697934762382
219, 220, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0220.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0221.png', 4.551084672724397
220, 221, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0221.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0222.png', 4.527492812400415
221, 222, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0222.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0223.png', 4.53093099446508
222, 223, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0223.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0224.png', 4.901708560326827
223, 224, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0224.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0225.png', 4.667099029234876
224, 225, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0225.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0226.png', 4.523548104059762
225, 226, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0226.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0227.png', 4.353046255042903
226, 227, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0227.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0228.png', 4.582354484744743
227, 228, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0228.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0229.png', 4.032113963753253
228, 229, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0229.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0230.png', 4.076729572148396
229, 230, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0230.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0231.png', 4.4599934191727995
230, 231, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0231.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0232.png', 4.761826639392758
231, 232, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0232.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0233.png', 4.575691924092699
232, 233, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0233.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0234.png', 4.3675237191271465
233, 234, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0234.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0235.png', 4.308183470680627
234, 235, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0235.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0236.png', 4.911822490639951
235, 236, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0236.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0237.png', 4.775964047375608
236, 237, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0237.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0238.png', 4.587176645479348
237, 238, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0238.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0239.png', 4.6814499229362685
238, 239, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0239.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0240.png', 4.610536312309165
239, 240, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0240.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0241.png', 4.755406045081919
240, 241, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0241.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0242.png', 5.231283063600192
241, 242, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0242.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0243.png', 5.3808632966575
242, 243, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0243.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0244.png', 4.906848532819188
243, 244, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0244.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0245.png', 4.6681041447376135
244, 245, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0245.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0246.png', 4.5973186573337665
245, 246, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0246.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0247.png', 4.281913446032726
246, 247, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0247.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0248.png', 4.642803835536239
247, 248, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0248.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0249.png', 5.572513331251003
248, 249, './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0249.png', './GTEA61/processed_frames2/S1/pour_honey,bread/1/rgb/rgb0250.png', 5.027118427888435
