0, 1, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00001.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00002.png', 4.90026135220045
150, 151, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00151.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00152.png', 3.936989751368482
151, 152, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00152.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00153.png', 3.9937157832821164
152, 153, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00153.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00154.png', 3.37853197734834
153, 154, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00154.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00155.png', 3.4200816681015875
154, 155, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00155.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00156.png', 3.392165002854452
155, 156, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00156.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00157.png', 2.8431308136115083
156, 157, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00157.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00158.png', 4.082261258383457
157, 158, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00158.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00159.png', 3.8566437089527743
158, 159, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00159.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00160.png', 3.677749807821157
159, 160, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00160.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00161.png', 3.6020886546349913
160, 161, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00161.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00162.png', 3.6205703254707604
161, 162, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00162.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00163.png', 4.53755081884086
162, 163, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00163.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00164.png', 5.278736709691152
163, 164, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00164.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00165.png', 4.368045915239309
164, 165, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00165.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00166.png', 4.365983014996756
165, 166, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00166.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00167.png', 3.8789578747624316
166, 167, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00167.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00168.png', 3.426864170013854
167, 168, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00168.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00169.png', 2.9859569575669593
168, 169, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00169.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00170.png', 3.2205275634131807
169, 170, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00170.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00171.png', 4.287457129174813
170, 171, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00171.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00172.png', 3.571514078490632
171, 172, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00172.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00173.png', 2.687329604513911
172, 173, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00173.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00174.png', 3.1404971283473433
173, 174, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00174.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00175.png', 3.4740141931751563
174, 175, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00175.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00176.png', 3.2732052489352825
175, 176, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00176.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00177.png', 3.0532065333098237
176, 177, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00177.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00178.png', 3.4480280759743094
177, 178, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00178.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00179.png', 3.062296651104496
178, 179, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00179.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00180.png', 3.2203998644683822
179, 180, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00180.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00181.png', 2.8030297403503917
180, 181, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00181.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00182.png', 3.128599204249122
181, 182, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00182.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00183.png', 3.6411567338808304
182, 183, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00183.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00184.png', 3.2521692722725724
183, 184, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00184.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00185.png', 3.2353902479366425
184, 185, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00185.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00186.png', 3.5415135919323717
185, 186, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00186.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00187.png', 4.074938317716436
186, 187, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00187.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00188.png', 3.7996261079334053
187, 188, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00188.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00189.png', 3.6151510432475176
188, 189, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00189.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00190.png', 3.9525398952928974
189, 190, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00190.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00191.png', 3.5935108685392607
190, 191, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00191.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00192.png', 3.546022076050825
191, 192, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00192.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00193.png', 3.603324586639346
192, 193, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00193.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00194.png', 3.6953424000787916
193, 194, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00194.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00195.png', 3.9465139319186386
194, 195, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00195.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00196.png', 3.460738558156693
195, 196, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00196.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00197.png', 3.5290975150098034
196, 197, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00197.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00198.png', 3.9357702150074836
197, 198, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00198.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00199.png', 3.5371237332781713
198, 199, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00199.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00200.png', 4.0798720038999665
199, 200, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00200.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00201.png', 4.066379452489959
200, 201, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00201.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00202.png', 4.716303754821748
201, 202, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00202.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00203.png', 4.733286496424244
202, 203, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00203.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00204.png', 4.355599846758727
203, 204, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00204.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00205.png', 4.2918904599356535
204, 205, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00205.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00206.png', 3.7355170231766492
205, 206, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00206.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00207.png', 4.009471020808962
206, 207, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00207.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00208.png', 4.02669142886323
207, 208, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00208.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00209.png', 3.6721396454844597
208, 209, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00209.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00210.png', 4.1449664521348195
209, 210, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00210.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00211.png', 3.872639833520753
210, 211, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00211.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00212.png', 3.4606949836416603
211, 212, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00212.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00213.png', 3.52214191308102
212, 213, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00213.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00214.png', 3.2788254794522853
213, 214, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00214.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00215.png', 3.2378701561467245
214, 215, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00215.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00216.png', 3.738170658501442
215, 216, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00216.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00217.png', 3.773689627989367
216, 217, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00217.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00218.png', 3.7600698968172783
217, 218, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00218.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00219.png', 4.048699770678011
218, 219, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00219.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00220.png', 4.352364254275524
219, 220, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00220.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00221.png', 4.1925855137389565
220, 221, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00221.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00222.png', 5.028443066780823
221, 222, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00222.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00223.png', 5.320591612835316
222, 223, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00223.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00224.png', 4.063646580075659
223, 224, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00224.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00225.png', 4.053313717388264
224, 225, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00225.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00226.png', 3.6466720470121365
225, 226, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00226.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00227.png', 3.832765349632227
226, 227, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00227.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00228.png', 3.8457421432538723
227, 228, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00228.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00229.png', 3.3179782478871656
228, 229, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00229.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00230.png', 3.5829507037706425
229, 230, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00230.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00231.png', 3.8733562834467516
230, 231, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00231.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00232.png', 3.891208055132793
231, 232, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00232.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00233.png', 3.4636081025644585
232, 233, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00233.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00234.png', 3.6091669776029205
233, 234, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00234.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00235.png', 3.791296369620067
234, 235, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00235.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00236.png', 3.872144651132564
235, 236, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00236.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00237.png', 4.090851572358775
236, 237, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00237.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00238.png', 3.975763698207824
237, 238, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00238.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00239.png', 4.316962819144045
238, 239, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00239.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00240.png', 4.162745339921652
239, 240, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00240.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00241.png', 4.107826515141809
240, 241, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00241.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00242.png', 4.132889482821318
241, 242, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00242.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00243.png', 4.629314208656507
242, 243, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00243.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00244.png', 4.82868365723955
243, 244, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00244.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00245.png', 4.783993966770732
244, 245, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00245.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00246.png', 4.266244250881509
245, 246, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00246.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00247.png', 3.7392556334959117
246, 247, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00247.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00248.png', 4.223205149926449
247, 248, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00248.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00249.png', 4.643104252591005
248, 249, './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00249.png', './GTEA61/flow_x_processed/S1/pour_honey,bread/1/flow_x_00250.png', 4.988018615930035
