0, 1, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0001.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0002.png', 0.14905670068926336
152, 153, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0153.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0154.png', 0.034872411069021975
153, 154, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0154.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0155.png', 0.035357861481237
154, 155, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0155.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0156.png', 0.05165329772353475
155, 156, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0156.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0157.png', 0.05606534699512437
156, 157, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0157.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0158.png', 0.05361778006341472
157, 158, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0158.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0159.png', 0.05506435608131476
158, 159, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0159.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0160.png', 0.07084844244398614
159, 160, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0160.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0161.png', 0.060885749102573175
160, 161, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0161.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0162.png', 0.09192841921060285
161, 162, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0162.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0163.png', 0.09110332174532303
162, 163, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0163.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0164.png', 0.059597352799638764
163, 164, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0164.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0165.png', 0.07874865660844738
164, 165, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0165.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0166.png', 0.07731255386208903
165, 166, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0166.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0167.png', 0.07534806177621867
166, 167, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0167.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0168.png', 0.08307250187423938
167, 168, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0168.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0169.png', 0.06597440449679357
168, 169, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0169.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0170.png', 0.07667843528392293
169, 170, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0170.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0171.png', 0.0873920365837354
170, 171, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0171.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0172.png', 0.08476255252144174
171, 172, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0172.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0173.png', 0.07540603167175139
172, 173, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0173.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0174.png', 0.06277555634563925
173, 174, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0174.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0175.png', 0.08080451850497425
174, 175, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0175.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0176.png', 0.0713193129894141
175, 176, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0176.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0177.png', 0.06895684339616011
176, 177, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0177.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0178.png', 0.0740115075902896
177, 178, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0178.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0179.png', 0.1002836542178353
178, 179, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0179.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0180.png', 0.0784619948708714
179, 180, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0180.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0181.png', 0.06693242540843544
180, 181, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0181.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0182.png', 0.08278992412318867
181, 182, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0182.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0183.png', 0.0713193129894141
182, 183, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0183.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0184.png', 0.07523208692589024
183, 184, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0184.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0185.png', 0.07788783565646694
184, 185, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0185.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0186.png', 0.06776786321578326
185, 186, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0186.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0187.png', 0.09308008749484663
186, 187, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0187.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0188.png', 0.0727271570176384
187, 188, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0188.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0189.png', 0.05693771559614636
188, 189, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0189.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0190.png', 0.06609434770987645
189, 190, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0190.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0191.png', 0.09137858533206036
190, 191, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0191.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0192.png', 0.11167593337485521
191, 192, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0192.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0193.png', 0.1090705447284074
192, 193, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0193.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0194.png', 0.09856432550929344
193, 194, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0194.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0195.png', 0.09840269801748322
194, 195, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0195.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0196.png', 0.06549408232597846
195, 196, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0196.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0197.png', 0.1239882239559992
196, 197, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0197.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0198.png', 0.12549397335758855
197, 198, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0198.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0199.png', 0.11209109978632843
198, 199, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0199.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0200.png', 0.1387034811154292
199, 200, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0200.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0201.png', 0.14083275068695003
200, 201, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0201.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0202.png', 0.11157206934582109
201, 202, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0202.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0203.png', 0.14034976010897132
202, 203, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0203.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0204.png', 0.15259499966506038
203, 204, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0204.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0205.png', 0.1744338281406674
204, 205, './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0205.png', './GTEA61/processed_frames2/S3/pour_water,cup/2/mmaps/map0206.png', 0.12484218143347056
