0, 1, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00001.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00002.png', 6.377478843167743
150, 151, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00151.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00152.png', 4.791704284014569
151, 152, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00152.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00153.png', 4.318342434605953
152, 153, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00153.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00154.png', 4.428757135809836
153, 154, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00154.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00155.png', 4.681822776449164
154, 155, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00155.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00156.png', 4.245746045216809
155, 156, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00156.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00157.png', 3.8978917884695794
156, 157, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00157.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00158.png', 4.26681958583192
157, 158, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00158.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00159.png', 4.415288442044933
158, 159, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00159.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00160.png', 3.748626328755852
159, 160, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00160.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00161.png', 4.178373651126165
160, 161, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00161.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00162.png', 4.228834457513914
161, 162, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00162.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00163.png', 3.8872964404368133
162, 163, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00163.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00164.png', 4.155624642916883
163, 164, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00164.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00165.png', 3.6336254948087165
164, 165, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00165.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00166.png', 3.8243902859935797
165, 166, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00166.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00167.png', 4.445889920747769
166, 167, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00167.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00168.png', 4.014759603264325
167, 168, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00168.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00169.png', 4.226643295919673
168, 169, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00169.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00170.png', 4.0388747145990616
169, 170, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00170.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00171.png', 3.653001860218715
170, 171, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00171.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00172.png', 4.087176945724259
171, 172, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00172.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00173.png', 3.8051371393745006
172, 173, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00173.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00174.png', 3.8985559425029725
173, 174, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00174.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00175.png', 3.7674324512818553
174, 175, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00175.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00176.png', 4.228025423890361
175, 176, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00176.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00177.png', 5.217845073471666
176, 177, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00177.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00178.png', 5.247901329561961
177, 178, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00178.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00179.png', 4.1470866390297285
178, 179, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00179.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00180.png', 3.8068841060503464
179, 180, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00180.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00181.png', 4.248076163887565
180, 181, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00181.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00182.png', 4.672159227604951
181, 182, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00182.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00183.png', 4.644118433234381
182, 183, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00183.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00184.png', 4.516561365803644
183, 184, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00184.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00185.png', 4.20804799255766
184, 185, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00185.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00186.png', 4.3820809833178735
185, 186, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00186.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00187.png', 4.038351274613278
186, 187, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00187.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00188.png', 4.011569716901808
187, 188, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00188.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00189.png', 5.296668386059056
188, 189, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00189.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00190.png', 5.012724013879992
189, 190, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00190.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00191.png', 4.455728930406896
190, 191, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00191.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00192.png', 4.97442436870269
191, 192, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00192.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00193.png', 5.314303710735894
192, 193, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00193.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00194.png', 5.192496807779223
193, 194, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00194.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00195.png', 3.2290191856864388
194, 195, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00195.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00196.png', 5.208516092952508
195, 196, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00196.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00197.png', 5.508022728551255
196, 197, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00197.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00198.png', 4.721138211009057
197, 198, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00198.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00199.png', 4.072995417206396
198, 199, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00199.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00200.png', 4.354203609079645
199, 200, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00200.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00201.png', 4.497567924923098
200, 201, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00201.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00202.png', 3.951619813966666
201, 202, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00202.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00203.png', 4.345589290779122
202, 203, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00203.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00204.png', 3.536930324457073
203, 204, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00204.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00205.png', 4.063238548240879
204, 205, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00205.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00206.png', 4.1396974561640425
205, 206, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00206.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00207.png', 3.672551170895107
206, 207, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00207.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00208.png', 4.806598710461066
207, 208, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00208.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00209.png', 4.4879818159195946
208, 209, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00209.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00210.png', 4.7776770882750474
209, 210, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00210.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00211.png', 5.0529497894152815
210, 211, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00211.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00212.png', 4.132607705740388
211, 212, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00212.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00213.png', 4.118448508486886
212, 213, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00213.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00214.png', 3.7901997228367708
213, 214, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00214.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00215.png', 4.266237847263431
214, 215, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00215.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00216.png', 4.262057440977478
215, 216, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00216.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00217.png', 3.7537385667680705
216, 217, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00217.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00218.png', 4.950777707908887
217, 218, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00218.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00219.png', 4.719930490876891
218, 219, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00219.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00220.png', 3.8217108389993837
219, 220, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00220.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00221.png', 3.812580994105276
220, 221, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00221.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00222.png', 4.051240996868234
221, 222, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00222.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00223.png', 4.493490355211389
222, 223, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00223.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00224.png', 3.9186805286410524
223, 224, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00224.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00225.png', 4.069098036672923
224, 225, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00225.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00226.png', 4.06240176953562
225, 226, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00226.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00227.png', 4.188006009237939
226, 227, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00227.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00228.png', 3.765367258463976
227, 228, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00228.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00229.png', 3.9496957122150587
228, 229, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00229.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00230.png', 4.841908832738599
229, 230, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00230.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00231.png', 4.690004406776393
230, 231, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00231.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00232.png', 4.9155228592897595
231, 232, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00232.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00233.png', 4.497015952028197
232, 233, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00233.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00234.png', 3.8048127529857427
233, 234, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00234.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00235.png', 3.9364936227760063
234, 235, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00235.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00236.png', 4.305834623755363
235, 236, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00236.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00237.png', 5.608203804432115
236, 237, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00237.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00238.png', 5.645148572859115
237, 238, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00238.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00239.png', 3.8853250468534917
238, 239, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00239.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00240.png', 4.216479884377649
239, 240, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00240.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00241.png', 4.589206698724694
240, 241, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00241.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00242.png', 4.882171892737744
241, 242, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00242.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00243.png', 5.104217324229115
242, 243, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00243.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00244.png', 4.416249755863953
243, 244, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00244.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00245.png', 5.217765641755846
244, 245, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00245.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00246.png', 4.466354486858915
245, 246, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00246.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00247.png', 4.658409094862105
246, 247, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00247.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00248.png', 4.380411760724212
247, 248, './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00248.png', './GTEA61/flow_x_processed/S3/shake_tea,cup/1/flow_x_00249.png', 3.875178668865795
